GENE_SYMBOL,logFC,P.Value
ANKRD1,0.3754382,0.176
RP11-165H20.1,-0.1739323,0.176
KIF2B,-0.201788,0.176
LOC100507596,0.3935138,0.176
C9orf125,0.1474126,0.177
BPGM,-0.1174942,0.177
SMURF1,0.3214523,0.177
SNORD28,-0.2023047,0.177
RDBP,0.1668152,0.177
LPAL2,0.1925136,0.177
ZNF706,0.1299298,0.177
KCTD15,-0.1286975,0.177
CYB5R2,0.2939522,0.177
KRT71,0.4364801,0.177
FLJ37453,-0.1177372,0.177
DPPA3,0.3212763,0.177
ASH2L,-0.141347,0.177
DCTN1,-0.1890385,0.178
GOSR2,-0.1211432,0.178
MIMT1,-0.1493825,0.178
RELL1,-0.2000837,0.178
XLOC_004800,-0.2874749,0.178
TEX264,-0.1769045,0.178
SNX25,0.2096453,0.178
KCNMB1,0.19388,0.178
RECK,0.1131063,0.178
DMD,-0.2340948,0.178
XLOC_l2_010586,-0.2166819,0.178
C17orf99,0.291841,0.178
ABCB1,0.1677573,0.178
CHRDL2,0.148046,0.178
APOL4,0.2507476,0.178
ANO2,-0.1516187,0.178
MMADHC,-0.1577662,0.178
RAB5C,-0.2609676,0.178
PSAT1,-0.1981554,0.178
APOBEC4,-0.4899505,0.178
MMP17,0.1454583,0.179
STOX2,-0.1661519,0.179
C7orf61,0.2333101,0.179
GSTTP1,0.4046637,0.179
RG9MTD1,-0.1144044,0.179
DNMT3B,-0.1821802,0.179
PHC1,0.1250134,0.179
GNAI2,-0.1736663,0.179
OTUB2,-0.1945329,0.179
LOC100507299,-0.2315294,0.179
SNORA50,-0.2220233,0.179
PDS5B,-0.148312,0.179
C21orf54,-0.3100952,0.179
SPA17,-0.1129133,0.179
PRKACG,-0.4933151,0.179
XLOC_l2_005295,-0.2258138,0.179
BCAT1,-0.1742075,0.179
CD8A,-0.1403092,0.179
AP1M1,-0.1267101,0.179
FAM86B2,0.1167327,0.179
FLJ46066,0.4061489,0.179
HCG4B,-0.2029648,0.18
LRRIQ4,-0.5050221,0.18
RPS15,0.1165396,0.18
IFI44,0.3901605,0.18
RBBP9,-0.1672287,0.18
SULT4A1,-0.2145492,0.18
EBF3,-0.2074654,0.18
C6orf145,0.335761,0.18
LRRC14B,0.29926,0.18
C10orf125,-0.1388843,0.18
SNORD12,0.2934492,0.18
OTX1,0.2438937,0.18
GIPC2,0.2513283,0.18
KIAA0182,0.1684627,0.18
XLOC_000391,0.2652053,0.18
CAV1,0.173299,0.18
ADAT1,-0.1514921,0.18
CBX2,-0.147232,0.18
BTC,-0.4034377,0.18
C20orf106,-0.2771787,0.181
DEFB129,0.1680061,0.181
PLEKHO1,-0.130133,0.181
RAB3IP,0.1347437,0.181
MGC12982,0.2905153,0.181
AUTS2,0.1378487,0.181
LOC284395,0.1937376,0.181
KRTAP5-5,0.1591047,0.181
APOA1BP,0.1384956,0.181
ZDHHC13,-0.1680856,0.181
CSF2RA,0.6409147,0.181
TET2,-0.1213227,0.181
ZNF559,-0.1837332,0.181
SLC22A8,-0.2083284,0.181
AZGP1,-0.2920373,0.181
EFCAB5,-0.210516,0.181
OR56A5,-0.5801964,0.181
TOR2A,-0.1376999,0.181
SH3BP5L,-0.1627513,0.181
LOC100302401,0.2602814,0.181
CEP120,0.2136394,0.181
MRPS31,0.1087396,0.181
XLOC_001620,-0.177745,0.181
LINC00085,0.1647562,0.181
ANKAR,-0.2162372,0.181
RBM7,-0.1912896,0.181
ATPAF2,-0.6022941,0.181
CCDC74B,-0.1786489,0.18157430327852295
C13orf33,0.1963876,0.182
POLG,-0.1113798,0.182
PDE9A,-0.1209726,0.182
DCST2,-0.1787,0.182
BCORL1,-0.2142865,0.182
CD58,0.1783503,0.182
COX4I1,0.1189164,0.182
HTR3B,0.1300066,0.182
TLR8-AS1,-1.9095317,0.182
ALG13,-0.1280002,0.182
DDR2,0.3348606,0.182
SPTY2D1,0.1424861,0.182
AIF1L,0.2765925,0.182
INVS,0.1465503,0.182
ZNF394,-0.111838,0.182
LOC100506113,-0.2565679,0.182
CPVL,0.1917753,0.182
PAGE2,0.2974617,0.182
PLEKHD1,-0.4181571,0.182
UNC79,-0.1521811,0.182
CKM,0.195016,0.182
ADH1A,-0.4416581,0.182
ARGFX,0.1214238,0.182
RANBP10,-0.1783315,0.182
MAML3,-0.1864908,0.183
IL2RA,-0.3967484,0.183
OR10J5,0.1505127,0.183
ANKRD20A9P,0.2238554,0.183
CYP3A5,-0.2749768,0.183
RIPPLY2,-0.1448627,0.183
ALB,-0.3356385,0.183
GLTPD1,-0.1203628,0.183
SNORD87,0.1699219,0.183
STAG3,-0.1547853,0.183
UBR7,-0.1275232,0.183
LPGAT1,0.2657185,0.183
SSX8,-0.2518066,0.183
AKR1C1,-0.1879915,0.183
ITGA6,-0.2939739,0.183
SURF4,-0.1353667,0.183
NRD1,0.1318321,0.183
NR1I3,0.2832425,0.183
LIMS2,-0.1476068,0.183
ALS2CL,-0.2033553,0.183
DEFB123,0.1728981,0.183
C10orf137,-0.1236302,0.183
GOLGB1,-0.2031683,0.183
LOC442028,-0.2047968,0.183
MYEF2,-0.1252675,0.183
TMPPE,-0.2311327,0.183
RHBDL1,-0.1235624,0.184
CFC1,0.2389033,0.184
PDE2A,-0.1223575,0.184
NPB,0.1192407,0.184
RNF144B,0.29439,0.184
LOC284440,0.1430205,0.184
ZNF727,-0.1809604,0.184
STX10,-0.1192448,0.184
APOM,-0.1280204,0.184
GPR98,-0.1245665,0.184
PGK2,0.302027,0.184
CCNF,-0.2312859,0.184
LOC255654,-0.1756238,0.184
MRPL51,0.1165891,0.184
HEMGN,-0.3471334,0.184
PCDHGA12,-0.1904539,0.184
XLOC_009074,0.4791435,0.184
DNAAF2,-0.1197973,0.184
LOC152586,0.1727579,0.184
PPAPDC2,-0.142154,0.184
SNORD113-1,-0.2599806,0.184
NTSR2,0.3881394,0.184
LOC100507534,-0.2012694,0.185
SRI,-0.1456514,0.185
TMC4,0.2412844,0.185
MKS1,0.1326738,0.185
DOLPP1,-0.1206413,0.185
PISRT1,0.1930758,0.185
RASD1,0.1246057,0.185
LOC100287879,-0.1924212,0.185
RCAN2,-0.2415436,0.185
XLOC_l2_004050,-0.2944331,0.185
LOC285084,-0.113883,0.185
DPPA2,-0.3635172,0.185
SPSB3,-0.1731014,0.185
ANKLE1,-0.2847503,0.185
HTRA3,-0.3306277,0.185
CCDC79,-0.4368944,0.185
LOC729966,0.5706752,0.185
LOC728606,0.2471005,0.185
HEATR7B2,-0.4494474,0.185
PVRL4,0.3894198,0.185
C5orf48,0.3184828,0.185
SNORA41,0.1849342,0.185
PHOX2B,-0.4969545,0.185
FMOD,-0.1883561,0.185
ATP5I,0.1333459,0.185
FAM55B,0.2789703,0.185
MFGE8,0.2809271,0.186
LOC100505921,0.1379382,0.186
STX6,-0.1639783,0.186
STX1B,0.1194349,0.186
B4GALT2,0.1088379,0.186
ZCCHC18,-0.1249941,0.186
C12orf43,-0.1202301,0.186
DNTT,-0.5178122,0.186
SOX14,-0.5341946,0.186
LOC90246,0.1614282,0.186
SAR1B,-0.1218632,0.186
C16orf87,0.1378807,0.186
ADAM17,0.1535132,0.186
DPP3,-0.1822091,0.186
EHBP1,0.2257128,0.186
C10orf67,0.1844353,0.186
ASPRV1,-0.1255413,0.186
HMGB3P1,0.1880513,0.186
HCAR2,0.314822,0.186
NRK,0.5552495,0.186
UBN1,0.1191773,0.186
RPRML,-0.2958913,0.186
CNIH,0.1177584,0.186
LOC100506452,-0.1637213,0.187
LAMTOR1,0.1432609,0.187
FECH,-0.1375334,0.187
CAPZA2,-0.2004503,0.187
OR5T3,0.843295,0.187
GNRH1,-0.1635549,0.187
UBB,-0.2484083,0.187
C1orf186,0.2619,0.187
C11orf44,0.4594349,0.187
LRRC34,-0.1555311,0.187
BIN1,0.1248442,0.187
C6orf211,-0.1495296,0.187
CDCA2,-0.2426383,0.187
C2orf69,0.129283,0.187
SCGB1D4,0.2354708,0.187
IFT43,-0.1230214,0.187
XLOC_008751,-0.3165386,0.187
SF3B14,0.1408615,0.187
CTIF,-0.1349094,0.187
LOC100128164,0.1884731,0.187
PSAP,-0.2239319,0.187
NOTCH1,0.3124253,0.187
BMF,-0.2539909,0.187
ASGR2,0.2398918,0.187
LOC100505835,-0.5489158,0.187
H2AFB2,-0.24443674999999998,0.18799934625144413
PRDX4,0.1859518,0.188
HIST1H2BD,-0.1285771,0.188
SLC45A1,-0.2099515,0.188
RASGRP4,0.5046252,0.188
FAM205A,-0.4114577,0.188
TRIM2,-0.1333524,0.188
FLJ39653,0.1511662,0.188
MAST3,-0.19136,0.188
PDGFRL,0.7473862,0.188
AACSP1,-0.2405759,0.188
ODZ3,-0.2579996,0.188
RAB13,0.1125904,0.188
RASL10A,0.1904751,0.188
PI4KA,-0.1330091,0.188
THYN1,0.1387925,0.188
GGT6,-0.1865258,0.189
YY2,-0.4760217,0.189
SLC7A7,0.5289443,0.189
PABPC1L,0.2618455,0.189
GIMAP8,-0.6471607,0.189
RANBP2,-0.2131171,0.189
SAAL1,-0.172871,0.189
PRDM12,0.2850838,0.189
C17orf78,0.2785457,0.189
IL17A,0.5602734,0.189
F2RL1,0.146933,0.189
ENDOG,0.1307469,0.189
LOC100505912,0.2186732,0.189
TRIM33,-0.1562391,0.189
XLOC_007813,0.1795096,0.189
C2orf89,-0.2098139,0.189
ZNF322,-0.1186322,0.189
TMPRSS6,-0.2252091,0.189
LINC00467,0.1214655,0.189
DHX35,0.1489592,0.189
GRINA,-0.1162629,0.189
NAE1,0.1216585,0.189
SUZ12P,0.1319445,0.189
SNORD61,-0.2223538,0.19
MICALL2,0.141682,0.19
ARID5B,-0.2175862,0.19
RPL7L1,-0.1542606,0.19
SLC30A8,0.1798211,0.19
OVCH2,-0.4263426,0.19
AKR7A2P1,-0.1537503,0.19
JMJD6,0.1833958,0.19
SENP5,-0.1111896,0.19
LOC100505918,-0.4553737,0.19
AMHR2,0.2843549,0.19
AMOTL1,-0.14595,0.19
XLOC_007703,0.2881737,0.19
RRS1,0.1267457,0.19
E4F1,-0.1172176,0.19
LOC100129223,-0.24859,0.19
KIRREL-IT1,-0.2458513,0.19
HMGN1,-0.1169986,0.19
ZCCHC9,0.1405405,0.19
ALOX15B,0.119513,0.19
KCNIP3,0.3620087,0.191
CIZ1,0.1740528,0.191
UBE2Z,-0.18387,0.191
ABHD14B,0.1886283,0.191
XLOC_008790,0.5017149,0.191
SLC2A2,-0.6451133,0.191
MAGED2,-0.1637694,0.191
PIWIL1,0.1560112,0.191
LGALS8,-0.3695582,0.191
LOC100652736,0.1428197,0.191
SLC24A3,-0.2392012,0.191
FAM153A,0.4527201,0.191
DCAF8L2,-0.1989818,0.191
PPAP2C,-0.2203787,0.191
ZCCHC7,0.140519,0.191
CDH5,0.2471863,0.191
PPP3R1,-0.2376783,0.191
TF,-0.320064,0.191
NODAL,0.2660589,0.191
MLLT4,0.1739748,0.191
HULC,-0.1483748,0.191
ZSCAN30,-0.2012908,0.191
ZNF300,-0.1519228,0.191
SFTPC,-0.210729,0.191
CD44,0.2210936,0.191
ZNF280B,0.1554792,0.191
EPHX3,-0.1566815,0.191
GTPBP2,-0.1544481,0.191
CHERP,-0.1726978,0.191
SPAG17,-0.2467798,0.191
RBM14,-0.1176366,0.191
AFAP1L1,0.3735207,0.191
ZIM3,-0.2183155,0.192
PSMD4,-0.1209129,0.192
XLOC_000041,0.3247459,0.192
DTX3L,0.3054828,0.192
XLOC_012991,0.3170653,0.192
SREK1IP1,-0.1421248,0.192
BATF,-0.4154773,0.192
ZNF833P,-0.2136791,0.192
LOC649133,-0.295192,0.192
TRIM36,0.146555,0.192
EVC2,-0.345338,0.192
C11orf86,-0.4325291,0.192
HCFC2,-0.1361337,0.192
MIEN1,0.1303759,0.192
XLOC_001928,0.1942868,0.192
SERPINB2,-0.6138334,0.192
PTCD2,-0.145826,0.192
RGS7BP,0.4170072,0.192
NRCAM,-0.1677225,0.192
LOC283914,0.2411899,0.192
C19orf24,-0.1158365,0.192
ZNF671,-0.2820638,0.192
ARHGEF4,-0.2691692,0.192
TUBA3D,0.1321236,0.192
LRRC57,0.1582902,0.192
JRKL,0.1392642,0.192
FKBP14,0.1730203,0.192
SYN1,-0.111392,0.192
CEBPG,-0.1064325,0.192
PPT2,-0.1324304,0.192
RPL3,0.1492136,0.193
CAPSL,0.220144,0.193
C1orf229,0.1219046,0.193
C8orf84,-0.3238793,0.193
DLL3,0.2013839,0.193
KCNC3,-0.128114,0.193
SPATA17,-0.1929517,0.193
TRPM6,0.2094868,0.193
ZNF358,0.2081897,0.193
C16orf70,-0.1329758,0.193
IL25,0.159227,0.193
GTF2A1,-0.2691669,0.193
EP400,0.195319,0.193
FAM189A2,-0.2029452,0.193
TACSTD2,-0.2655353,0.193
ZC3H11A,-0.1236966,0.193
C1orf85,-0.2090971,0.193
PEF1,-0.173369,0.193
MAP2K5,-0.1398781,0.193
C14orf149,-0.3350647,0.194
SHBG,-0.1715237,0.194
ETS1,0.2906557,0.194
MAP1LC3C,0.2832296,0.194
ACER2,-0.1299123,0.194
ZNF319,-0.3054668,0.194
LOC100507317,-0.2866646,0.194
PIH1D2,-0.2592495,0.194
MEX3D,0.1656011,0.194
TBC1D3P1-DHX40P1,-0.2773802,0.194
INHBA,0.2119364,0.194
ZCCHC11,-0.1653469,0.194
SYTL3,0.2165052,0.194
RBP5,-0.218926,0.194
SNORD3B-1,0.2635011,0.194
DMWD,0.1144534,0.194
FOXF2,0.1494817,0.194
XLOC_l2_013062,0.3518977,0.194
LOC100289211,-0.1415987,0.194
PREX2,-0.2443047,0.194
LOC400238,-0.1555154,0.194
LOC286186,-0.1127334,0.194
CD38,0.1710488,0.194
CSRNP2,0.1191456,0.194
B3GALNT2,0.1559134,0.194
NES,0.1839703,0.194
LOC100287846,-0.3533617,0.194
TRPS1,0.2079973,0.194
BMPER,0.1953242,0.194
LOC100128997,0.1405207,0.194
SNRPD3,0.1566672,0.195
HLA-C,0.1630694,0.195
ATP5F1,-0.1056244,0.195
RAB21,-0.1112625,0.195
C9orf84,0.3274446,0.195
MRPL11,-0.1321838,0.195
ATG12,0.1369957,0.195
SAFB,-0.1294905,0.195
PEX5L,-0.2846115,0.195
MORC2,-0.1118505,0.195
DGKB,-0.2042057,0.195
CAMK2A,-0.1153436,0.195
LOC100509315,0.3519971,0.195
LOC650623,-0.3276435,0.195
DOK4,0.1970129,0.195
CCNK,0.1510905,0.195
ATRNL1,-0.1716526,0.195
POMT1,0.141734,0.195
LOC100505641,0.1817652,0.195
PEX11A,-0.3000655,0.195
XLOC_009280,-0.3469415,0.196
CALM2,-0.1467048,0.196
HBD,-0.3358233,0.196
RNF11,0.1132971,0.196
SNORA84,-0.1885946,0.196
MICU1,0.1979538,0.196
XLOC_l2_010591,0.30554,0.196
HPYR1,0.3086043,0.196
TKTL1,-0.3716859,0.196
GPR62,-0.3254577,0.196
SNX3,0.1269581,0.196
COX6C,0.1120011,0.196
QSOX2,0.1420357,0.196
BPIFB1,-0.2578145,0.196
IPP,0.1401547,0.196
ZNF253,-0.191249,0.196
LOC100128993,0.369605,0.196
XLOC_002769,0.267477,0.197
OR5H6,-0.6266478,0.197
FREM2,-0.2846275,0.197
LCLAT1,-0.1307332,0.197
OR8D2,-0.3380701,0.197
AMDHD2,-0.1379039,0.197
PLOD3,0.1282803,0.197
NBR1,-0.1793776,0.197
ONECUT3,0.3520461,0.197
ZIC3,0.2604583,0.197
AMIGO1,-0.2261147,0.197
THAP6,0.1440772,0.197
WFDC13,-1.1727082,0.197
CXCL5,-0.4440728,0.197
TMEM68,0.1646673,0.197
MGC34800,-0.2303723,0.197
KIF2A,-0.186005,0.197
SAC3D1,0.1123381,0.197
CYP2C18,-0.1937895,0.197
HDGFRP3,0.111177,0.197
B4GALT3,-0.1224483,0.197
SPEF1,-0.2868784,0.197
PLXDC1,0.2452908,0.197
CALR,0.1894126,0.197
TNFRSF1A,0.18138,0.197
SNRPD1,0.118824,0.197
LINC00162,-0.1900212,0.197
MST1P9,-0.1649529,0.197
RNF212,-0.119375,0.197
TMEM74,-0.1420601,0.198
PABPC1P2,0.6548701,0.198
XLOC_l2_003944,-0.280914,0.198
ZNF155,-0.2383311,0.198
DGKE,-0.3475279,0.198
TMPO,-0.2227976,0.198
FAM129B,0.1642716,0.198
GFM2,-0.1842497,0.198
XLOC_000818,-0.3137347,0.198
SEC61A1,-0.1889234,0.198
SNORD36B,-0.2210557,0.198
TIPIN,0.1133373,0.198
PLSCR2,-0.2802064,0.198
TPRG1L,-0.1809456,0.198
TLK1,-0.1311763,0.198
MPO,0.1482557,0.198
PGA3,0.06288469999999999,0.19870685093757406
TRMT1,-0.1085067,0.199
LOC728012,-0.35021,0.199
POLR2H,0.1121752,0.199
LOC100505717,-0.1727356,0.199
ZNF143,-0.1032073,0.199
CXCL13,-0.1232154,0.199
IL4I1,0.2174458,0.199
DTNBP1,0.1025709,0.199
TMEM229B,0.2154117,0.199
SCRN1,-0.1806353,0.199
LOC100133315,-0.2149446,0.199
TCTEX1D2,0.1673598,0.199
CYP20A1,-0.1203919,0.199
MMACHC,0.1391858,0.199
XLOC_002872,-0.1238568,0.2
ZNF44,-0.1512689,0.2
C14orf45,-0.1673248,0.2
LOC255411,0.2282498,0.2
XLOC_006389,-0.307283,0.2
PKIB,0.2558326,0.2
PFN3,0.1353435,0.2
ATAD3B,-0.1469855,0.2
GINS2,-0.1274858,0.2
XLOC_010664,0.3896697,0.2
C3orf58,-0.1745957,0.2
NUFIP2,0.1368713,0.2
CENPB,-0.231449,0.2
C1QL3,-0.3237371,0.2
TMOD3,-0.2348115,0.2
PANX3,0.3827744,0.2
LSM2,0.116454,0.2
SKAP1,0.3923738,0.2
C17orf65,-0.1408828,0.201
CHIT1,0.25642,0.201
C9orf85,-0.122647,0.201
TMEM183B,0.1180479,0.201
BCCIP,-0.1288889,0.201
TXNRD3NB,0.3173068,0.201
TRADD,-0.1309273,0.201
METAP2,-0.113553,0.201
LOC728752,-0.2696278,0.201
C1QTNF9,-0.4188208,0.201
KRTCAP3,-0.2497137,0.201
XLOC_005589,-0.7286163,0.201
MKL1,-0.1120555,0.201
LOC100507412,0.549911,0.201
LOC644145,-0.2219567,0.201
PLAC4,0.3238656,0.201
MAPK4,0.1345848,0.201
MARVELD3,0.3230373,0.201
HSPD1,-0.1516162,0.201
KCNE1L,-0.1564932,0.201
ADAMTS6,0.1982268,0.201
RBKS,-0.1363756,0.201
MGRN1,-0.1332102,0.201
MBD5,-0.126371,0.202
IDE,-0.154,0.202
XLOC_010813,-0.3547405,0.202
CTNNBIP1,0.1046365,0.202
UBQLN4,-0.1327177,0.202
C6orf89,0.1239056,0.202
PPP2CA,-0.126079,0.202
RNF103,-0.1402354,0.202
C5orf65,-0.2698722,0.202
LOC286437,0.1651081,0.202
LOC643201,-0.1301417,0.202
HSD52,0.2983572,0.202
TMEM41B,-0.1270603,0.202
MMRN1,-0.261484,0.202
SLC2A8,-0.1778714,0.202
MYZAP,0.1402516,0.202
IFITM5,0.3697164,0.202
UBE2M,-0.1470935,0.202
XLOC_l2_003894,-0.3130017,0.202
CCDC138,-0.2052194,0.203
USP47,-0.1227393,0.203
QPCTL,-0.1375054,0.203
DLL4,-0.3038019,0.203
CLEC3B,-0.217516,0.203
ITPR2,0.2270369,0.203
DAO,-0.3265609,0.203
XLOC_004286,-0.2176662,0.203
BBS1,-0.1405332,0.203
FAM74A1,0.2499962,0.203
XLOC_001412,0.1772777,0.203
CADPS2,-0.1621072,0.203
LOC100507670,-1.5390248,0.203
FOLR4,-0.2403017,0.203
TTC4,-0.2421548,0.203
XLOC_013218,0.1887935,0.203
PCDHGA9,-0.2692899,0.203
KCTD12,0.2660349,0.203
C1orf131,-0.1387398,0.203
LOC285577,-0.197849,0.203
FLJ46320,-0.3750876,0.203
NEIL1,-0.1635038,0.203
INCA1,-0.1962159,0.203
LOC100506319,-0.3513789,0.203
XLOC_000508,-0.2144282,0.204
C17orf46,-0.2417844,0.204
LONRF3,-0.1606915,0.204
KIAA1462,0.2980594,0.204
ZNF300P1,0.2790655,0.204
GHRH,0.1980354,0.204
GRHL3,-0.1379927,0.204
PTCHD2,-0.2568111,0.204
PI4K2B,-0.1871351,0.204
CHSY1,0.127239,0.204
OR4F15,-0.1280064,0.204
TTC19,-0.1155184,0.204
HUS1,-0.2759025,0.204
ZC3H7A,-0.1288171,0.204
VHL,-0.143747,0.204
CYP2G1P,-0.1551063,0.204
LOC100288524,0.8142952,0.204
TRIM67,-0.2488326,0.204
LOC731789,0.3091829,0.204
DSPP,0.4476539,0.204
GML,0.2383364,0.204
RHOT2,-0.185107,0.204
TBC1D10B,-0.139125,0.204
XLOC_010828,0.2816484,0.204
LOC100507489,-0.2337503,0.205
GNL3LP1,0.1091743,0.205
ENO1-AS1,0.2111017,0.205
DYNLRB1,0.1388796,0.205
FAM92A1,0.1186098,0.205
TMEM37,0.2246219,0.205
TIMM23,-0.1541599,0.205
ZNHIT6,-0.1214806,0.205
FBXL8,-0.1196048,0.205
RGP1,0.1253186,0.205
NDUFA8,-0.1119781,0.205
ACSM2B,-0.2850332,0.205
PSMC6,-0.1590086,0.205
XLOC_l2_009899,-0.2604677,0.205
CCDC24,-0.1430896,0.205
FLJ31662,0.1163409,0.205
OR7A5,-0.2537304,0.205
XLOC_009399,-0.012592699999999998,0.20546947891735184
MAGEA9,0.2956212,0.206
OR6M1,-0.3975575,0.206
PLOD2,-0.1129339,0.206
MAGEA6,-0.2067162,0.206
SNORD114-7,-0.1472461,0.206
LOC100507392,0.5003641,0.206
FAM9A,-0.4141691,0.206
IGFBP3,0.1915653,0.206
PIK3C2G,0.2007473,0.206
UBASH3A,-0.3966528,0.206
BHMT,0.4122938,0.206
CDCA4,0.1039228,0.206
XLOC_013195,-0.1432206,0.206
SSB,0.1346364,0.206
PCDHA3,-0.2311402,0.206
CLDN11,-0.341043,0.206
EIF1,-0.1413036,0.206
FGF6,0.1515765,0.206
MYO15A,0.2325533,0.206
OR11H12,0.4434076,0.206
SMC6,0.1021329,0.207
BCDIN3D,-0.1124447,0.207
MX2,-0.2604488,0.207
SYTL1,0.1797672,0.207
LOC100289019,0.2546741,0.207
ATP1A4,-0.1647719,0.207
TLL1,0.1725846,0.207
ZNF628,-0.1176854,0.207
NANOS2,0.2370606,0.207
ZFAND2A,-0.1241519,0.207
NPRL3,0.1109037,0.207
ACO1,0.1113209,0.207
CELF3,-0.2003155,0.207
TMEM170A,0.1203245,0.207
SZT2,-0.1920641,0.207
LOC100506791,-0.31825,0.207
HIST1H3I,0.2121986,0.207
CCDC54,0.2016439,0.207
POLE2,0.2322906,0.207
LOC100506235,-0.1219401,0.207
LOC646576,-0.2604934,0.208
CUL1,-0.1626195,0.208
SUOX,-0.1080437,0.208
MEI1,0.4480831,0.208
PTTG3P,-0.3967193,0.208
SPG20OS,-0.1877027,0.208
DEFB131,0.338554,0.208
UROS,-0.1156008,0.208
ZNF18,-0.1108949,0.208
TBC1D9,-0.1244184,0.208
MBL1P,0.2441279,0.208
AAMP,-0.1899508,0.208
C9orf41,0.1761735,0.208
C6orf35,-0.131411,0.208
CTAGE11P,-0.1449149,0.208
JMJD5,-0.133034,0.208
LOC100506844,0.1552728,0.208
ZNF491,-0.1690515,0.208
RALGPS1,0.108789,0.208
PTAFR,0.1880806,0.208
AIPL1,-0.2134324,0.208
XLOC_005125,-0.275555,0.208
XLOC_003484,0.3899339,0.208
CFTR,-0.2009085,0.208
KCNE2,-0.1161472,0.208
FLOT2,-0.2237978,0.209
UNC13A,0.1426226,0.209
TMEM164,-0.1628637,0.209
ZZEF1,-0.1620672,0.209
GM140,-0.3417725,0.209
DNM1,-0.1625724,0.209
CBX4,-0.1512094,0.209
NR3C2,-0.3348087,0.209
PIK3CD,-0.1119748,0.209
VIM,0.2048932,0.209
KLKB1,-0.2339474,0.209
KCTD14,-0.2849149,0.209
DHX32,-0.1649675,0.209
MTSS1,0.1732767,0.209
XLOC_l2_008261,0.1711329,0.209
STK24,0.1912616,0.209
IL31RA,0.2926102,0.209
IFT88,0.1375042,0.209
CTHRC1,0.1401128,0.209
TMCO7,-0.1319789,0.209
XLOC_001441,-0.1507652,0.209
SEC61A2,-0.1503614,0.209
RNF24,-0.1051687,0.21
C5orf49,-0.3723492,0.21
SGIP1,-0.1590237,0.21
C2orf80,-0.2470718,0.21
LOC100288077,-0.376706,0.21
RUVBL2,-0.153295,0.21
XLOC_000247,0.1385353,0.21
LOC158572,-0.5958594,0.21
KRT17,-0.2282263,0.21
SNORA51,-0.1281746,0.21
BIRC2,-0.1197436,0.21
SNORD36C,-0.1250455,0.21
ZBP1,-0.8933905,0.21
ACTR5,-0.1254973,0.21
FLG,0.1950897,0.21
OR2A5,0.361408,0.21
XLOC_009748,-0.1585566,0.21
LRRN1,0.1318312,0.21
C6orf163,0.138341,0.21
XLOC_009269,0.2997903,0.21
HIST1H3E,-0.2221679,0.21
FBXO32,-0.1285365,0.211
SH3RF2,0.1202011,0.211
MYH11,0.1437503,0.211
MAP1LC3B,-0.157407,0.211
PYROXD2,0.1169609,0.211
LOC643723,0.1515039,0.211
RBM42,-0.1248506,0.211
XLOC_011064,-0.1909877,0.211
NOTO,0.2143813,0.211
PUS10,0.1679514,0.211
ZSCAN21,-0.1419544,0.211
FLJ44087,-0.3010237,0.211
TSSC1,-0.1134173,0.211
GLTSCR1,-0.1721132,0.211
COL4A3BP,-0.1116845,0.211
SLC22A31,-0.1191736,0.211
GFM1,-0.1212087,0.211
UTP23,0.1289243,0.211
BUB1,0.3558327,0.211
LOC100499194,-0.1900219,0.211
PFKFB3,-0.1419316,0.211
SGK110,-0.2755674,0.211
RAB10,-0.1152379,0.211
PIF1,-0.1844299,0.211
BEST2,-0.2503241,0.211
SNORD32B,-0.2368929,0.211
GRID2IP,0.1524952,0.212
TSR2,-0.0996528,0.212
PAX9,-0.3237079,0.212
LOC730101,-0.1650098,0.212
CHST8,-0.1267899,0.212
MYADM,0.106156,0.212
SNORD22,-0.2632342,0.212
CHCHD1,0.1380178,0.212
BPIFB2,-0.4575431,0.212
RELB,-0.1672598,0.212
ZNF812,0.3374803,0.212
HTRA2,-0.1077238,0.212
DHFRL1,0.1314789,0.212
EFHD1,0.1358343,0.212
PSTPIP1,0.1318395,0.212
XCR1,-0.1221137,0.212
P4HA1,0.195178,0.212
RNASEH1,-0.2052648,0.212
IL10,0.1198711,0.212
DCDC1,0.4356896,0.212
LOC645954,0.2051072,0.212
RXFP2,-0.113749,0.212
IQUB,0.4129313,0.212
DPY19L2,0.2378459,0.212
LOC100129195,-0.2146531,0.212
PIP5K1C,0.1304873,0.212
FAM18B2,-0.1502786,0.212
HRH1,-0.1485967,0.212
FRG2C,0.2744308,0.212
XLOC_008205,0.4386964,0.212
CCDC129,0.1779241,0.212
C6orf132,-0.2170662,0.213
C9orf163,-0.1947686,0.213
LAPTM5,-0.178147,0.213
ACBD4,-0.122808,0.213
NOS1,0.2220323,0.213
CCDC147,-0.4125802,0.213
DPF1,-0.1889294,0.213
PDYN,-0.37636,0.213
C9orf89,-0.1229017,0.213
STEAP1B,0.1495801,0.213
MTRF1,0.1289681,0.213
HMGB4,-0.1265408,0.213
CLASRP,-0.1188547,0.213
FOXL2,-0.334634,0.213
NLRP2,-0.1114214,0.213
LNP1,-0.1338499,0.213
C17orf103,-0.222091,0.213
UMPS,-0.1098467,0.213
ZNF346,-0.1270002,0.213
FGF5,-0.1743819,0.213
FAM98B,-0.1931984,0.213
XLOC_001958,0.2047562,0.213
OR56A4,0.6430342,0.213
KCTD21,-0.1417726,0.213
DSTNP2,0.1194301,0.213
STARD9,0.1159612,0.213
