GENE_SYMBOL,logFC,P.Value
COLEC10,0.0236,0.67649327
OPALIN,-0.163,0.67658765
ESRRG,0.156,0.67661155
BSN,0.191,0.676648
NDUFA2,-0.0349,0.6766745
PABPC4,-0.3724,0.6767109057498574
PANK4,0.0833,0.67678711
COX6B1,0.0369,0.67678861
OR8B12,-0.0222,0.67682721
LOC100189589,0.0227,0.67683501
ARID4B,0.1095,0.6769251853120297
LOC286186,0.456,0.67696211
SH2D1B,-0.029,0.67704289
ZC3H15,0.0359,0.67711852
AAA1,0.03655,0.6771524434247113
KRTAP10-5,0.196,0.6771573
HDDC2,0.05207333333333333,0.6771614655009655
STX8,-0.0702,0.67718179
RILPL1,0.0314,0.67721355
LIX1L,0.027749999999999997,0.6773251310844632
TOMM6,-0.0492,0.67734188
ARHGAP1,-0.0283,0.67738374
TMEM68,0.0293,0.67738405
HSD17B10,0.0335,0.677387
DNAJC27-AS1,0.19,0.6774255
CDHR2,-0.0638,0.67743531
LOC148189,-0.0579,0.67745745
LOC100131107,-0.06604,0.6774847773576982
SYNM,-0.131,0.67748755
AADACL4,-0.0221,0.67757883
PIM2,0.0361,0.67759354
SLC25A22,0.145,0.67768852
ZNF414,-0.0808,0.67769828
KCNQ1DN,0.188,0.67778568
CDK9,-0.0567,0.67779453
LINC00242,-0.17,0.67796669
EFCAB5,0.060000000000000005,0.6779776950682842
LOC100131096,-0.15285,0.6780131716776845
SND1,0.0521,0.67807177
LINC00204B,-0.0332,0.6780847830098233
RUNX1,0.027379999999999998,0.6780942039352925
LOC100128851,-0.0601,0.67820268
TNR,0.121,0.67836982
TMEM223,-0.0447,0.67842679
LOC100190939,-0.0402,0.67844445
BMP4,-0.0659,0.67845243
MGC12916,0.151,0.67845384
GALNT2,-0.0337,0.67852018
PKIG,0.05393333333333333,0.6785250066860067
XLOC_011219,-0.0716,0.6785401443079491
PSPN,-0.0865,0.67854369
TOR3A,0.05003333333333334,0.6785536727255816
CRABP1,0.0821,0.6785909035113575
GMEB1,0.0435,0.6786599
LOC152217,-0.0429,0.67868005
LOC646629,-0.0225,0.67872964
RFPL1-AS1,0.127,0.67879778
THOC2,-0.14400000000000002,0.6788888782133089
HAVCR2,-0.216,0.67890953
CRYZL1,0.10793333333333333,0.6789309671675168
TEDDM1,-0.0225,0.67895955
UBE2E1,-0.0618,0.67896914
SHROOM1,0.0683,0.67907715
C8orf71,0.2645,0.6791525802577748
GLRX3,0.0408,0.67915739
ASB6,0.0645,0.67919852
ENTPD1,0.020916666666666677,0.6792323989157207
RAD54L2,0.0489,0.6792856
STON2,0.0853,0.67931029
ZNF497,-0.10145,0.679313560120715
SRSF11,-0.1536233333333333,0.6793169925184527
SMAP1,-0.080235,0.6793785336337164
QRFPR,0.0243,0.67940033
TEKT2,0.116,0.67941512
BARX1,0.375,0.67947735
TCF25,-0.03045,0.6794782820470144
EIF2D,0.0496,0.67957158
TWIST2,0.12,0.67965711
PRKAR2A,0.0295,0.67969911
GSTCD,-0.042,0.67971425
DKFZP564C196,0.23,0.67971808
HENMT1,-0.074,0.67973727
TMEM88B,-0.0468,0.67975516
PRKD2,0.0797,0.67976099
GABBR1,-0.12115000000000001,0.6797675026734469
PPAPDC2,-0.0558,0.67979733
DPAGT1,0.0364,0.67981191
ABP1,0.16,0.67985359
CDKL2,-0.0223,0.67992975
MAP1B,0.11895,0.6799869607456382
CEBPA,-0.0378,0.67999606
GLT8D2,-0.22265000000000001,0.6800285987088324
CCDC96,0.0293,0.68005963
C9orf85,-0.004049999999999998,0.680073436487603
ZNF385B,0.1,0.68008039
AARS2,0.0653,0.68012663
SEC24A,0.01805666666666667,0.6804955849335231
ZNF814,-0.027500000000000004,0.6805382263941103
SUZ12P,-0.044950000000000004,0.6805427955251442
BLOC1S2,-0.04,0.68056701
AP4B1,0.10490000000000001,0.6805704604041561
CELF6,0.0958,0.68057087
DPY19L2P1,-0.022,0.68072184
INCA1,0.0841,0.68095058
ZBTB16,0.0403,0.6809882
HDAC5,-0.0235,0.68100827
LOC100128885,-0.174,0.68101881
CYP20A1,-0.053500000000000006,0.6810247268346389
C17orf98,-0.219,0.68112647
ZNF610,0.2,0.68113989
IL24,0.17195,0.6812297732524877
LOC91149,0.024,0.68125055
EXOC4,-0.0986,0.68128639
LOC728290,-0.174,0.68131492
ZNF565,-0.0405,0.68135168
PDZK1IP1,-0.0363,0.68136425
OR9A4,-0.022,0.68141808
IKBKE,0.145,0.68141853
NTRK2,0.47527899999999995,0.6814476709766468
MAP1A,0.165,0.68147404
LOC100128320,0.0475,0.68156761
PDZD3,0.0527,0.68159653
SPA17,-0.0425,0.6816039
C19orf6,-0.132,0.68164198
C17orf80,0.0697,0.6816766011402154
SYTL5,0.0559,0.68168301
LPGAT1,-0.0765,0.68169309
LARS,-0.122,0.68171705
NAA25,-0.0761,0.68173591
ACER3,0.0582,0.68196865
ASB3,-0.0379,0.68200645
ATP1B1,0.0258,0.68204106
THBS3,0.07875,0.6822158090603289
CHMP2B,-0.045,0.68223383
UNQ9370,-0.24,0.68226472
C21orf91-OT1,-0.0221,0.68237328
TBKBP1,0.121,0.68241229
CCNY,-0.0343,0.6824433
XKRX,0.235,0.68246215
FLJ42627,0.08285000000000001,0.6825901197312583
HEATR5B,-0.105,0.68267382
CENPA,0.136,0.68269164
TMPPE,0.122,0.68270078
JAKMIP2,0.371,0.6827408629555736
FAM113B,0.1134,0.682762163521063
CTNNBL1,0.010499999999999999,0.6827663521199501
RPN2,-0.0648,0.6828617818347086
CST9L,0.0244,0.68292958
KPNA7,-0.0405,0.682954262118582
COG4,0.0835,0.6830090657241639
FBXW4,0.072,0.68308437
ASB9,-0.0405,0.68308986
ZNF384,0.0528,0.68309491
C10orf112,0.21187333333333333,0.6831011377327287
TGFBRAP1,0.01675,0.683254634267602
IMP3,0.0266,0.68332363
MBP,-0.13573333333333334,0.6833555446517876
CCNL1,-0.07935,0.6834130538939643
LOC729121,-0.0221,0.68341846
FAM98B,-0.059355,0.683429376437785
C2orf80,0.108,0.68344424
IL36RN,-0.163,0.68345123
C1orf201,-0.0559,0.6834569858965491
SNHG7,-0.14200000000000002,0.6835872011346804
CNTNAP1,0.152,0.68359901
CAP2,0.061,0.68363597
PRPS1L1,-0.207,0.68368647
MINK1,0.0476,0.68369
VDAC1,-0.0401,0.6836965331237005
OMP,0.0797,0.68375901
OR5D14,-0.0221,0.68378945
LOC645434,-0.0223,0.68381153
DDHD2,0.0329,0.68387853
YIPF7,-0.169,0.68390451
OR6C6,-0.0219,0.68399771
APPL1,-0.0515,0.6840141
TRIB2,-0.1432,0.6840279591497037
MIR17HG,-0.0891,0.68405719
RRAGB,0.0977,0.68410053
C8orf47,-0.0301,0.68410795
GOLM1,-0.07295,0.6841937348798073
HS1BP3,0.008074999999999999,0.6842068642093391
HYAL2,0.0389,0.6842322
TPST2,0.0335,0.68424801
SNTB1,-0.0473,0.68425239
CHRDL2,0.08200000000000002,0.6843477955656962
PHF3,0.0374,0.68436716
GATA2,-0.153,0.68440696
DRAM1,0.0511,0.68441953
ENPP2,-0.0891,0.6844675
MRPL9,0.0342,0.68449844
WDYHV1,0.0461,0.68451108
NSUN2,0.0293,0.68452896
RHBDD3,0.0754,0.6845903799014141
TMEM231,-0.23835,0.6845994821955972
SLC25A26,-0.0781,0.68461835
DNAJB1,0.0871,0.68465362
CCDC25,-0.0578,0.68468758
AVPR2,0.244,0.68477571
FAM184B,-0.153,0.68482021
CAPNS2,-0.187,0.68484988
EID2B,0.12265000000000001,0.6848680664713096
LOC284998,-0.0219,0.68489916
FLJ41649,0.189,0.68505096
FKBP1A,0.057106000000000004,0.6850552554511732
SPO11,-0.0217,0.68506578
GPR113,0.111,0.68508359
TMEM59,0.04794999999999999,0.6851422270780383
KIFC2,-0.07783,0.6851559411435818
TH,0.16355,0.6851749723774707
LOC644961,-0.0861,0.68520916
ZHX3,-0.03896666666666667,0.6852115335036004
C6orf125,-0.051,0.68528929
LOC399753,-0.052,0.68532507
FLVCR2,-0.0703,0.68535626
NOX4,-0.374,0.6853986156299854
LOC283914,-0.107,0.68541811
MGC16275,-0.0461,0.68544056
C2orf69,-0.03112,0.6854542636721805
GJC1,0.0704,0.68548631
CCDC41,-0.11285,0.6855175936398915
LOC100129447,0.237,0.68560522
ST6GALNAC5,0.127,0.68560554
DNAI1,-0.1085,0.685619783701346
RGS6,-0.035350000000000006,0.6856787272631157
ZNF322,-0.0549,0.6857376884945755
TMEM194B,-0.1143,0.6857393235118602
CD72,0.06123000000000001,0.6858042283237322
PEAR1,0.132,0.6858207
CACNA2D1,0.1122,0.6859313625885648
UPK3B,-0.124,0.68594334
NT5C1B,-0.10075,0.6859690894185584
PCDHGB4,0.0409,0.68598627
SUGT1,-0.0991,0.68603751
FAM13A,-0.0686,0.68606863
PEG3,-0.35555,0.6861913460067193
LOC654433,-0.041,0.68619651
C20orf79,-0.152,0.68619766
LOC647323,-0.066,0.68619967
HMGN3,0.055,0.68622234
NKX6-2,-0.446,0.68628629
C16orf73,0.249,0.68631404
C3orf58,-0.0818,0.68633478
RUSC1,0.0313,0.68637241
CNGA1,-0.0778,0.68639256
SMYD4,-0.0551,0.6864231
BEX1,-0.177,0.68658655
C16orf61,-0.0246,0.68659585
LIN9,0.004299999999999998,0.6866735089597863
C9orf11,-0.0877,0.68669137
ZNF333,0.0353,0.6867078280052537
FRMD8,-0.11205,0.6867162459434705
EPS8,-0.0829,0.68671988
C22orf39,0.118,0.68677743
BRD3,0.046225,0.6867852116883006
RFX1,0.0628,0.68687927
FAM57B,0.247,0.68687988
NPAT,0.162,0.68696282
DTD1,0.0286,0.68697189
CLOCK,0.06964999999999999,0.6870095927777726
LOC100128054,-0.0217,0.68701099
TM9SF3,0.0271,0.6870576
GPR25,0.162,0.68706398
TRIAP1,-0.0266,0.68712249
EDF1,0.0397,0.68724679
CTAGE5,-0.09031666666666667,0.6872487668580264
FLJ40712,-0.0216,0.68741937
MYL12B,-0.048135,0.6874388877018514
GZF1,-0.1065,0.6875093177717672
LOC100128075,-0.0219,0.68753152
LYAR,0.0262,0.68757057
RPS17,-0.04795,0.687662562472054
PGAM1,0.061399999999999996,0.687677418259471
KLKP1,0.177,0.68777896
SCARNA7,-0.107,0.68784743
FER1L5,0.123,0.68805036
OR8K1,0.0409,0.68808817
TNFAIP3,-0.0824,0.68816032
CLEC12A,0.0252,0.6881962
LDLR,0.0272,0.68820572
E2F5,0.0461,0.68821985
HDGFRP3,0.0565,0.68829147
DEDD2,0.0251,0.6883649
LCN9,0.192,0.68839118
GNB2,0.0454,0.68840025
KGFLP2,-0.0918,0.68840581
TRA2A,-0.0588,0.68842641
OR4D10,0.134,0.68845488
MTVR2,0.124,0.68846241
PRSS30P,-0.202,0.6885373
MC1R,-0.0864,0.68854621
CELSR3,0.068,0.68855954
C15orf39,0.0466,0.68867007
RPL36A-HNRNPH2,0.0962,0.68881163
XCR1,-0.113,0.68883853
TBPL1,0.0373,0.6888527837036058
CDY2A,0.0266,0.68899677
RPL19P12,-0.0476,0.68901243
ZNF581,0.0363,0.68901844
ALOXE3,0.0817,0.68905287
C7orf43,-0.06235,0.6890683759707912
LOC100131372,-0.2275,0.6891395631512558
LOC100144603,-0.03760000000000001,0.6891485005636139
POTEA,0.0356,0.68915095
ZMYM6NB,-0.0478,0.68916639
TMPRSS5,-0.266,0.68930807
CRIM1,-0.0217,0.6893431
PGS1,0.0526,0.68937031
BPIFB1,-0.0217,0.68942028
HP1BP3,-0.1099,0.6894427900860808
MAGEA1,0.0272,0.68947435
ABHD14B,0.024,0.68956636
FBRS,0.0381,0.6896492866968691
OR2Z1,-0.134,0.68966872
PTGER1,0.0834,0.68970541
MGC12982,0.0694,0.68973179
RNF14,0.06748335,0.6897645325179904
TMPRSS11E,-0.0214,0.68976572
FLNC,-0.165,0.68990105
NFATC2IP,0.0749,0.69003164
XLOC_008361,-0.0222,0.69013622
SOCS5,-0.0426,0.69018636
SH3GL1P3,-0.16,0.69020605
DCPS,0.0264,0.69023111
PTPRU,0.0673,0.6902464692763624
FBXL8,-0.0325,0.69030153
C6orf97,0.011249999999999996,0.6903222468477872
LOC150185,0.353,0.6903233
XLOC_003428,0.0959,0.69032352
BARHL1,-0.225,0.69032814
PAICS,0.0242,0.69033658
ZNF347,-0.07935,0.6903908094793147
ZDHHC1,0.0525,0.69044318
OR2K2,-0.0211,0.69046438
C9orf114,0.0429,0.69046449
HEXDC,0.0293,0.69053602
ZNF519,-0.112,0.69069698
TSG101,-0.0235,0.69075266
KLK7,-0.0214,0.69093579
AP3D1,0.057,0.6909404
UBE2D1,0.042,0.6909829
DMC1,-0.156,0.69099693
SP4,-0.0728,0.69104171
KCNIP4,-0.267,0.69104183
MDM1,-0.06513333333333333,0.6910443975908278
CLDN6,0.194,0.69109407
C1orf129,0.17447,0.6912024259844012
AANAT,-0.213,0.69121819
UPF1,-0.149,0.69122628
CLCN5,0.0675,0.6912511093839537
PSMD9,0.07919999999999999,0.6912891804084413
HIP1R,0.063625,0.6912965952079682
RRBP1,-0.0526,0.6913842365426746
LOC152578,0.0226,0.69141999
PLA2G2F,0.164,0.69147991
C12orf32,-0.0818,0.69162687
C1QL4,0.0224,0.69168276
LOC100133319,0.093,0.69174897
RBM38,0.0849,0.69178164
EIF4B,-0.01793333333333333,0.6919188925637292
ZNF658,-0.06595666666666668,0.6920277640152693
C2orf66,-0.177,0.69204647
PPBP,-0.0615,0.69206072
GUCA1A,0.149,0.69206196
C1orf51,0.03,0.6920762
OR9H1P,-0.0269,0.69211223
COL6A2,0.258,0.6921495457638812
PTPN13,-0.139,0.69215793
KHK,0.225,0.69219573
XPNPEP1,0.0493,0.69222933
DUOXA2,0.2415,0.6922419327178786
C12orf63,0.13683333333333333,0.6922468505793113
FGF2,-0.03799999999999999,0.6922496644878992
FRAS1,-0.061099999999999995,0.6922760275312378
MDGA2,-0.157,0.69234177
LOC100132501,-0.134,0.6923545
TINAG,0.13979999999999998,0.6923570814024684
CD47,-0.0284,0.69244234
THAP5,0.061900000000000004,0.6924514831863994
SEC61B,-0.047,0.69248256
GTF2IRD2,-0.04376666666666667,0.6925378294226932
ZEB1-AS1,-0.0823,0.69257029
NRG4,-0.046,0.6926591
ADCYAP1R1,-0.0856,0.6926618
LOC439914,-0.227,0.69270237
NAT8L,0.15610000000000002,0.6927228261110172
PMFBP1,-0.0986,0.69274907
TEKT1,0.0496,0.69277648
LOC644285,-0.0557,0.69287704
SRPK3,0.122,0.69293227
RBM4B,0.042,0.69296616
SLCO3A1,-0.1,0.6929729125576446
ADH7,-0.04878,0.692983554629067
SPATA16,-0.0259,0.69311249
G6PC2,-0.0213,0.6931885
C17orf67,-0.005500000000000005,0.6932781520583711
UBE2M,0.0271,0.69327956
MXRA7,0.102275,0.6933149980723001
HSPA2,-0.0815,0.69333351
IRGM,-0.03045,0.6933799702088792
ETV5,0.0651,0.69343104
C16orf47,-0.0208,0.69355334
PRELP,0.0233,0.69357407
PAPOLB,0.022,0.69361634
ALK,0.0242,0.69364033
RTP1,0.244,0.69365208
P4HA3,0.0907,0.69366665
NMNAT1,0.04215,0.6936898715643257
CCDC151,-0.111,0.69369541
MRPL35,-0.135,0.69370033
LOC284080,-0.178,0.69370764
FAM22F,-0.019000000000000003,0.6937444138369528
LRRC47,0.0383,0.69374802
LRP4,-0.32,0.69379972
GPRC6A,-0.289,0.69382776
TBL1X,-0.018033333333333332,0.6938323617457202
C20orf166,0.03,0.69383718
UNC13A,-0.0257,0.69386542
CNPPD1,-0.0344,0.69391334
ZNF730,0.0227,0.69392858
FBXO22,-0.07465,0.6939524340997061
GOLGA6L9,-0.0467,0.6940470119347784
AMIGO2,0.153,0.69404815
MYF5,-0.0224,0.6940982
LOC100128554,-0.263,0.69414076
MTERFD1,-0.0842,0.69423486
TXNDC12,0.0538,0.69425575
SYS1,0.0685,0.6942699603631421
MYCL1,0.1139,0.6942847594839052
SCRN2,0.045,0.69430919
PDK2,0.0499,0.69431888
ST8SIA3,0.0819,0.69439955
PDLIM4,-0.121,0.69442493
USP6,-0.11775,0.6944432521684254
EML6,0.2121666666666667,0.694518345640244
ZNF157,-0.0351,0.69461613
LOC100128498,-0.0566,0.69465543
EPHA10,-0.015175000000000004,0.694681145790733
LOC285205,0.0236,0.69470766
ITSN2,0.02559,0.6947141374801621
C14orf21,0.027,0.69477534
DNAJC10,-0.044449999999999996,0.6947785246497893
DNAAF1,0.0048000000000000004,0.694802228182182
OR6W1P,-0.155,0.69482773
CPNE2,0.043250000000000004,0.6948858618575148
HOXB4,0.0653,0.69491413
XLOC_002736,0.18499999999999997,0.6949183092237071
CTBP1,0.038875,0.6949199000528371
WASF3,-0.141,0.69493858
HEXIM1,-0.079,0.69493962
CLINT1,0.0228,0.69499276
GPR182,-0.304,0.69506598
SNHG3,-0.0518,0.6951013
NR4A2,-0.0175,0.6951369139082504
RPE,-0.0332,0.69518655
SNX24,-0.052199999999999996,0.6951898416886749
RPS11,0.0224,0.69529927
C5orf15,-0.03625,0.6953150806846686
C19orf50,0.023,0.69534932
EGFEM1P,-0.023525000000000004,0.69534983373586
MFF,-0.0542,0.6953929816333027
FLJ37798,-0.0584,0.69539551
C1orf95,-0.0335,0.6954928551411953
PRDM15,-0.21806666666666666,0.6955336232192164
MFN2,0.11075,0.6955829447206375
HCLS1,-0.102,0.69559228
PIGW,0.047,0.69561913
LOC100131894,0.225,0.69564587
ELF2,0.0438,0.69565291
ALAS2,-0.092,0.6956734
PDIA3,0.076665,0.6957455477083623
LOC388456,0.0231,0.69591733
RNU105C,-0.191,0.69592746
TSPAN15,0.0801,0.69594767
SGPL1,-0.0459,0.69594882
RNF219,-0.0531,0.69598552
DAB2,-0.0316,0.69622321
LOC283485,-0.151,0.69627141
CYLD,-0.119,0.69630489
ZNF225,-0.119,0.69631578
SUMO2,-0.10596666666666665,0.6964035398446349
SEC22C,0.015000000000000001,0.6964514214184065
P2RY6,-0.139,0.69647443
HSCB,-0.062,0.6964871401025299
OR5T1,0.0219,0.6964913
ODF4,0.175,0.6965273
CTSK,-0.051,0.69653531
PIK3C3,0.0359,0.69653867
LAMTOR3,0.08320000000000001,0.6965512749214067
CSN1S1,0.102,0.69658297
NMUR2,-0.101,0.69659322
LOC100131366,-0.119,0.69662527
OR1Q1,-0.29,0.69668874
BAG2,-0.0326,0.69670667
PHC1,0.19405,0.6967122466483429
NIPA1,-0.0739,0.69672496
OR13C9,-0.0211,0.69677229
KDM5B,0.045399999999999996,0.6968126594660651
RIMKLB,-0.351275,0.6969788823099906
OR51I1,-0.239,0.6969981112005579
ZNF799,0.10885,0.6970180935436627
THOC5,0.0817,0.69706288
DSG1,-0.147,0.69722159
XLOC_000624,0.223,0.69722558
STYX,-0.0408,0.69726729
KRTAP2-1,0.172,0.69729372
CCDC102A,0.0553,0.69729462
SNAR-G1,-0.0542,0.69730529
NLE1,0.053500000000000006,0.6975608493247467
C6orf186,0.149,0.6976185
FOXN3,-0.0666,0.6977375
TEX14,-0.164,0.6977475
FAM164A,-0.03384,0.6977492200113389
SLC11A2,0.0624,0.6978435571948901
SPATA12,-0.11,0.6978558
DPY19L2,0.022,0.69805629
FAM116A,-0.0281,0.69812771
QTRTD1,0.0423,0.69829987
AFG3L1P,0.0491,0.6983048861579522
C5orf54,-0.0762,0.69838423
LOC100130231,0.47,0.69844326
FLJ36848,-0.18,0.69844496
ZNF793,0.168,0.69849848
GOLGA4,-0.0418,0.69873783
TSPAN13,-0.032,0.69881384
FAM170A,0.183,0.69886661
RHOQ,-0.043449999999999996,0.6990566760801523
ENPP4,-0.0361,0.69908948
SNORA70B,-0.359,0.69910072
BUB3,-0.009000000000000001,0.6991118612437812
GRPR,0.122,0.69911697
LOC100130560,0.17,0.6991519
USP10,-0.0666,0.6991750092329807
TOM1,0.0467,0.69921646
LOC100132071,0.307,0.69928221
SLC30A2,-0.0618,0.69935253
TIGD4,0.0227,0.69937532
FDPS,-0.0522,0.69938097
ABCA17P,0.05465,0.6994420334189493
UBASH3A,-0.1735,0.6994448884021426
ZNFX1,-0.03515,0.6994641923637834
LOC100292905,-0.16535,0.6994752121229267
MAN2C1,-0.0641,0.69947945
WDR16,0.258,0.69954612
IAH1,-0.0499,0.69954982
PLEKHG3,0.03875,0.6995780724204392
LAD1,-0.0567,0.69963308
PSIP1,0.1159,0.6996552631570165
NUP210P1,-0.0229,0.69968072
IDH2,0.0372,0.69981524
DRD1,0.0203,0.69988102
DPP10,0.11103,0.6998922498096904
NUP35,0.049850000000000005,0.6998988596673856
MPP3,-0.072,0.69990168
ZNF280A,-0.147,0.6999471
ZSWIM1,-0.101,0.69996591
PDP2,0.063,0.70000946
TRIM9,0.19006666666666663,0.7000820495362969
OR4A15,0.154,0.70008458
LDB2,-0.20450000000000002,0.7000895768424411
FOLR2,-0.10835,0.7001588801780106
STOML1,-0.0275,0.70018805
PLA2G3,0.0827,0.70021996
THAP9,-0.0979,0.70027728
ADAM15,0.022300000000000004,0.7004678337882917
AXL,0.0694,0.70051692
ALG14,-0.0499,0.70060716
ZNF428,0.0345,0.7007065569966752
C3orf19,-0.06625,0.7007355095273723
ZNF470,-0.075,0.70078617
ANKRD50,-0.0645,0.70080805
PTPN11,-0.030833333333333334,0.7008276549525005
NDUFAF1,0.0238,0.70086585
KBTBD2,-0.0723,0.7009689
RASGRP4,-0.158,0.70103625
RPS21,-0.05102333333333334,0.7010913365381444
PPP1R14B,0.025535000000000002,0.7011052672622089
GEMIN8P4,0.272,0.70112574
HDLBP,0.0272,0.70115856
LOC100129316,0.0229,0.70116237
GDF11,-0.0982,0.70122682
TTTY19,0.136,0.70131201
ZNF525,-0.1009,0.7013406837790974
KRTAP1-5,-0.7517,0.7014085956454246
XLOC_001775,-0.058499999999999996,0.7014536632967566
TSNAXIP1,0.136,0.70149273
GRK5,-0.2643666666666667,0.7015498043909998
LOC393078,0.276,0.70157165
PDHA2,0.0206,0.70165606
HCRTR2,0.021,0.70166907
LOC100506247,0.141,0.70167071
TOMM7,-0.0307,0.7017156402227926
ISOC2,-0.062,0.70178278
XLOC_004366,-0.14040000000000002,0.7018221976878025
STAG3L4,-0.0643,0.7018431512426262
ARPC5,-0.029233333333333333,0.7019255765069261
XLOC_008473,0.227,0.70198154
THAP7,0.025,0.70207529
C1orf110,-0.05683,0.7021499922293382
ACAD8,0.0251,0.70222281
C1QTNF3,-0.0783,0.70227698
LAMB3,-0.0386,0.70239269
LOC283440,-0.268,0.70241395
ZC3H12A,0.0248,0.70244065
GAFA2,0.254,0.70246497
TLX2,-0.0947,0.70248358
ZNF680,-0.109345,0.7025862009997309
HNRNPM,-0.224,0.70262792
ISG20,0.0404,0.70267949
FDPSL2A,-0.0361,0.70275475
SPHK2,0.0556,0.7027646235811432
LYZL1,0.168,0.70278139
ATL1,-0.0582,0.70280159
KLF17,-0.106,0.70281824
SERTAD3,0.0572,0.7028444
IDH3G,-0.0807,0.7028506
FTHL17,-0.23,0.70285483
CTRB2,-0.0731,0.70291731
BPIFA1,-0.067,0.70298853
OR2A9P,0.0834,0.70301921
FHAD1,-0.727,0.7030527686104898
QPRT,0.0307,0.70305838
SVOP,0.0248,0.70312275
AIM2,-0.0206,0.70318391
HIPK2,0.10556666666666666,0.7032305771303841
CRAT,-0.08574999999999999,0.703312709936964
RDH10,-0.0554,0.7033247
ANKRD27,0.0528,0.7033345734716938
LRPAP1,0.0263,0.70342618
MRPL39,-0.0495,0.70355313
CRIPT,-0.0413,0.70360913
RBFOX2,0.018899999999999997,0.7036699483136785
KCTD13,-0.0704,0.70371263
HEYL,0.085,0.70380581
ETV4,-0.0675,0.70384536
FAM53A,-0.205,0.70389017
HRH1,-0.0577,0.70396806
RHO,0.0911,0.70397267
FAM71A,-0.109,0.70403201
KIF13A,0.103,0.7041059
SDSL,-0.0315,0.70411921
NIPAL1,-0.112,0.70412142
CASQ2,0.022,0.70416139
C12orf4,-0.0371,0.70433351
OTOGL,0.0239,0.70437908
CDON,0.0936,0.70439858
ST8SIA5,0.17,0.70446134
ARL16,-0.0574,0.70446782
FAM174B,0.0311,0.70449788
ARHGAP40,0.023000000000000007,0.7045105196706208
LOC100133190,-0.209,0.70458906
OVCH2,-0.126,0.70460249
TBC1D23,0.0452,0.70460836
PGM2L1,-0.0873,0.70481231
C4orf46,-0.1008,0.7048629348128175
OR2T33,-0.257,0.70487386
ASCC1,0.0233,0.70488168
HDAC10,-0.0501,0.70515833
FKRP,0.0393,0.7051688
PPP1R3F,-0.0355,0.70519354
SLC32A1,0.223,0.70522927
GRIK1-AS2,-0.0204,0.70531734
RPL23AP32,-0.126,0.70532666
IQSEC2,0.1371,0.7053282108863079
CHCHD5,0.0432,0.70537
TRAK2,0.0691,0.70540388
ADAMTSL1,0.10730000000000002,0.7054606300972555
LINC00314,-0.06275,0.7054634002425089
LOC440337,0.167,0.70547287
CTRL,-0.123,0.70548763
CST11,0.0772,0.70549613
GRN,0.0433,0.70553998
SLC22A2,0.07745,0.7055442280006654
PDE6D,0.0406,0.70556583
CLEC17A,-0.163,0.70561667
LOC100129280,-0.152,0.7057088
APOPT1,-0.0368,0.7057184
TBRG4,0.0546,0.70576804
MPP2,-0.21731,0.7057794426178821
CD3D,0.128,0.70578584
TOPBP1,0.0512,0.7057957
PUM2,-0.0251,0.70582557
MNS1,0.158,0.70600686
AMZ1,0.01800000000000001,0.7060536978943696
TEX13B,-0.0467,0.70606702
CETP,0.143,0.70607361
NPR1,0.122,0.70609855
DSTNP2,-0.058,0.70621985
WBSCR22,-0.0259,0.70631922
MAP3K1,0.0255,0.70651123
ZFAND2B,-0.023,0.70651805
C6orf170,0.15244999999999997,0.7065456615699329
GPR183,-0.0477,0.7066365
PVRL1,-0.0501,0.70668245
MAVS,-0.0396,0.7067605950561864
KLF4,-0.0628,0.70677801
LOC439950,-0.0204,0.70680347
NUBP1,-0.0516,0.70685272
TMEM200B,-0.0532,0.70690772
GCH1,-0.05435,0.7070425718307627
CCNO,-0.0498,0.70717658
TNPO2,-0.0331,0.7071892
TMEM101,-0.0734,0.7072115
MPV17L2,0.0348,0.70730319
NPRL2,0.0277,0.7073634
LMBRD2,-0.0615,0.70737982
TMC2,0.228,0.70738539
C20orf46,0.0381,0.70739018
TMEM168,-0.0584,0.7073995
ARHGEF1,0.09555,0.7074208153834727
NEUROD6,0.0234,0.70746415
RANBP3,-0.24655000000000002,0.7075698874525758
LMNB2,-0.262,0.70765173
PLAC1L,-0.0252,0.70766109
ZNF598,-0.0052,0.707683552260249
ZNF34,0.0475,0.70771348
HOXC10,-0.0201,0.70785713
BBS9,0.02395,0.707899474097547
MBNL1,-0.0905,0.70792824
NPIPL2,0.08895,0.7079332999804755
TERF1,-0.21135,0.7079607007841364
STIL,-0.17,0.7079992706223568
NRF1,0.104,0.70809316
UBQLNL,-0.134,0.70814675
HNRNPUL2,0.0541,0.70818489
CAND2,-0.0739,0.70840456
CNDP2,0.0454,0.70845071
HOXC13,-0.151,0.70855853
ERMP1,0.0393,0.70860292
SGK3,-0.0295,0.70860999
LOC100129233,-0.112,0.70870356
HCG22,-0.415,0.70870905
GANC,-0.0857,0.70873127
WNT9B,0.211,0.7087313
PGRMC2,-0.0492,0.70877973
FLJ25328,-0.0914,0.70878997
HPSE,-0.0902,0.70886169
SRPK1,-0.0241,0.7089078
OSCP1,-0.017933333333333336,0.7089691761488139
C6orf25,0.13555,0.7089692334218405
C17orf105,-0.142,0.7089701
C8orf78,-0.0969,0.70900058
CELA2A,-0.0784,0.70907883
BRAP,0.0339,0.70908211
SYF2,0.0478,0.70923551
MX2,0.10350000000000001,0.7092388337770106
TMEM86B,-0.0732,0.70927318
PHC2,0.075,0.7093524098934926
