GENE_SYMBOL,logFC,P.Value
LOC339988,0.181,0.48
FCER2,0.237,0.48
GAS8,0.127,0.48
MS4A6E,0.0672,0.48
METTL21C,0.0696,0.48
KAT6A,0.054,0.48
ECH1,0.0803,0.48
ZNF628,0.0571,0.48
RG9MTD1,-0.0828,0.48
CMTM4,0.0529,0.48
KDM4D,0.218,0.48
UBTD2,0.114,0.48
SLC16A3,-0.0884,0.48
PRDM6,-0.179,0.48
PRKAG3,0.0752,0.48
SCGB1D1,0.241,0.48
C19orf24,-0.0943,0.48
HINT2,0.121,0.48
ZC3H8,0.15,0.48
DDX1,0.065,0.48
LOC284926,-0.376,0.48
GUCA1C,0.0915,0.48
PTPDC1,-0.0768,0.48
LAMB2,0.059,0.48000219840648894
MAP9,-0.1287,0.48013465191524307
TRIB2,-0.07550000000000001,0.4803367541915713
RWDD1,-0.0582335,0.480535297109148
ZNF134,-0.13205,0.48059275622024444
SYN1,0.0744,0.481
ZBTB24,-0.0627,0.481
LOC285957,-0.283,0.481
RESP18,-0.156,0.481
FLJ38122,-0.117,0.481
UBL7,-0.0569,0.481
TBC1D16,-0.0591,0.481
RPUSD4,-0.0684,0.481
FGF13,-0.0492,0.481
LOC100129033,-0.121,0.481
PRIM1,0.0701,0.481
CLEC18C,0.384,0.481
LACRT,-0.242,0.481
C22orf24,-0.153,0.481
LOC100131822,0.107,0.481
TMEM33,-0.18,0.481
LOC729970,0.0661,0.481
OR10S1,0.0925,0.481
SUPT16H,-0.065,0.481
NCF2,-0.131,0.481
C12orf76,-0.39806,0.4812730871691574
UBAP2,-0.024366666666666665,0.4813292097634202
CEP250,0.09274999999999999,0.4814243467566157
SYN3,-0.0020000000000000018,0.48198554324150744
PTDSS1,0.0609,0.482
FIZ1,-0.0729,0.482
KLHL24,0.0959,0.482
PSORS1C1,-0.0676,0.482
HEATR4,-0.0866,0.482
CDNF,-0.193,0.482
GDI1,0.0513,0.482
C8A,-0.143,0.482
ZNF727,0.169,0.482
FAM75D3,-0.279,0.482
SAT1,-0.07663333333333334,0.4821063641477884
TAF5L,0.042333333333333334,0.48213055374510094
HERC2,0.16643333333333335,0.4822390946752043
AIF1L,-0.041725,0.4823528819071071
FAM115C,-0.04359999999999999,0.4825310600658035
FAM120A,0.1214,0.4826437806126488
CTAGE10P,-0.076,0.4826744997242707
RXRG,0.2605,0.48276467470100737
ENGASE,-0.063,0.48286697007305723
IRF7,0.0724,0.483
GFOD2,-0.0511,0.483
OR1C1,-0.509,0.483
OMD,0.0808,0.483
ADAM9,-0.0747,0.483
FRRS1,-0.098,0.483
MIR600HG,-0.318,0.483
LRRC56,-0.106,0.483
LOC100129794,-0.225,0.483
TEX28,-0.0714,0.483
SIX3,-0.388,0.483
LOC152286,0.214,0.483
TMEM199,-0.0826,0.48310962600438734
CMTM7,-0.0866,0.4831720053195744
C19orf60,0.05080000000000001,0.48340066677663884
C2orf73,0.027999999999999997,0.4836188426715293
COL6A3,0.0844,0.483826545881221
ITPRIPL1,0.332,0.484
C2orf48,0.375,0.484
GLYATL1,0.135,0.484
FKBP10,-0.18,0.484
POLG2,0.0744,0.484
FAM174A,-0.126,0.484
LY86,-0.107,0.484
LOC100144597,0.15,0.484
RSAD1,0.0566,0.484
LOC100129995,-0.0782,0.484
VSIG8,-0.156,0.484
ERCC8,-0.109,0.484
TTTY11,0.401,0.484
HIST4H4,-0.139,0.484
LOC494558,0.149,0.484
PDZK1IP1,0.0895,0.484
LOC100130856,-0.0648,0.484
KRT31,-0.166,0.484
IREB2,0.0622,0.484
NDST2,0.044950000000000004,0.48415178420390104
SYNGAP1,-0.354,0.4845148467440934
ZNF451,0.04325000000000001,0.48454249846745456
NR1D2,-0.08046666666666666,0.4845652885819989
TLR5,-0.07350000000000001,0.484566692542999
CARD9,0.126,0.48494674029857066
GSTM2P1,-0.293,0.485
CDK6,-0.0897,0.485
DAG1,0.0967,0.485
FLVCR2,-0.093,0.485
ZNF296,-0.0765,0.485
PEX2,0.136,0.485
MANF,0.114,0.485
LOC728196,0.0781,0.485
C3orf65,0.132,0.485
GP9,0.27,0.485
PRPH2,-0.168,0.485
LOC643659,-0.35,0.485
C15orf58,-0.094,0.485
DOLK,0.0616,0.485
PRSS53,-0.126,0.485
SPARCL1,-0.336,0.485
PSTK,-0.07765,0.48547144940427045
NFU1,-0.28265,0.48548870075427386
LOC92659,0.0025000000000000022,0.4855939218352392
VPS37A,-0.19014999999999999,0.48560944448932086
C8orf37,0.1332,0.4857474036645041
CD2BP2,-0.069645,0.48586808849814267
HEXDC,0.065,0.486
C12orf44,-0.0703,0.486
SBDSP1,-0.217,0.486
LOC100131242,0.324,0.486
PIGP,-0.0767,0.486
KRT36,-0.299,0.486
CHST14,-0.124,0.486
CDYL,0.131,0.486
NMT1,0.0623,0.486
COMP,-0.443,0.486
LOC285547,-0.272,0.486
TNFSF13,-0.0942,0.486
SPATA20,0.0633,0.486
ASB8,0.14,0.486
PENK,0.279,0.486
ALOX15,0.3795,0.48615417416624873
PHF21B,0.11225,0.4865916209990293
QSOX1,-0.13766666666666666,0.48696404425258455
C1orf124,0.09334999999999999,0.48697022031745973
NBAS,0.0819,0.487
LOC728012,0.0483,0.487
MRPS28,-0.05,0.487
KCTD11,0.0516,0.487
HCP5B,0.124,0.487
ZNF425,-0.111,0.487
PGCP,0.0872,0.487
TSHZ3,-0.266,0.487
LOC285084,-0.29,0.487
PTPRB,-0.191,0.487
OR1J1,-0.551,0.487
GPR157,-0.154,0.487
ATOH7,0.201,0.487
MGC34796,0.152,0.487
UGP2,-0.0651,0.487
ZDHHC20,-0.11889999999999999,0.4870376955059599
LSMD1,0.127,0.4871714561692245
MICB,-0.10900000000000001,0.48724195663127223
KANK4,0.15100000000000002,0.4873330774723629
KCNG3,0.28455,0.48746887001290506
PAQR3,-0.058133333333333335,0.4875306549943753
MARS,-0.10994999999999999,0.4875462046330771
ACBD4,-0.011450000000000002,0.4875513598729385
NUP133,0.079725,0.4878743215005066
HAGH,0.0923,0.488
NEAT1,0.169,0.488
SPAG5,0.105,0.488
TDP2,-0.0636,0.488
RFTN1,0.108,0.488
TNFRSF11A,-0.0967,0.488
LOC728613,0.134,0.488
ZBTB7C,0.124,0.488
LOC649201,0.378,0.488
COX5A,-0.316,0.488
CLINT1,0.0669,0.488
MAP1LC3C,0.138,0.488
PTGDR,-0.0871,0.488
ANKRD16,-0.0644,0.488
KCNH8,0.0859,0.488
LOC402160,0.264,0.488
FBXL4,0.0613,0.488
ING1,-0.0592,0.488
DCAF13,-0.06635,0.4881078305907274
C1orf227,0.059,0.4881404449871274
GLIPR2,0.0879,0.48825200536264635
SMARCE1,0.1067,0.4883549633094757
DIP2C,0.00044999999999999554,0.4883850910965478
NRK,0.03949999999999999,0.48842015965391217
MKI67IP,-0.07555,0.48843216863109384
RNF7,-0.05173333333333333,0.48879525732395945
CDKL4,-0.16675,0.48882831211019373
KIAA1841,-0.004266666666666655,0.4889019658097161
CSNK1G1,0.04323333333333334,0.4889522758009387
HOXD1,-0.0758,0.489
RUVBL1,-0.0792,0.489
NIPSNAP1,0.0574,0.489
PIN1P1,-0.0674,0.489
ZNF205,-0.0687,0.489
RFPL4B,0.152,0.489
GMNN,-0.0533,0.489
FAM171A2,0.161,0.489
PARP2,0.102,0.489
LMO3,0.151,0.489
KLHL26,0.0675,0.489
SLC1A2,-0.327,0.489
LYPD5,0.0646,0.489
RPL37,-0.0875,0.4890648278545877
CADPS,0.33499999999999996,0.48926013072610475
CDH26,-0.19885,0.4896505203325979
CNPY1,0.1274,0.48976347410611865
SAMHD1,0.16119999999999998,0.48977374143511654
GYPA,-0.153,0.4898113866031859
TMSB10,0.0947,0.49
GALNT8,0.0579,0.49
OR2D2,0.115,0.49
DEFB106B,0.0751,0.49
COX7C,0.0471,0.49
LOC440461,0.35,0.49
CEBPE,0.183,0.49
CASP9,0.0613,0.49
TUBB3,0.225,0.49
CCNA1,-0.197,0.49
ZNF187,0.0742,0.49
EPN1,0.0571,0.49
CLCA1,-0.185,0.49
PTGES3,-0.29,0.49
SORL1,0.105,0.49
OR10H2,0.229,0.49
LPHN1,0.165,0.49
ITGB1BP1,-0.07036666666666666,0.4900268056098911
PANK3,0.08996666666666668,0.4900750734720981
PCSK7,0.03555,0.49054834974535366
KRTAP4-1,-0.012999999999999998,0.49071748402963455
SENP1,0.02675,0.49088485661407366
CDC42SE2,-0.0534,0.491
BRCA2,-0.183,0.491
USP6NL,0.186,0.491
PDILT,-0.0728,0.491
SEC22A,-0.084,0.491
C2orf15,0.227,0.491
C20orf152,0.13,0.491
DTD1,-0.0632,0.491
HTR6,0.259,0.491
CST2,0.334,0.491
TCF24,-0.604,0.491
ADAMTS9,-0.172,0.491
C1orf198,0.0508,0.491
RYR1,-0.0701,0.491
DNAJC7,0.136,0.491
ITIH3,0.0667,0.491
LINC00486,0.149,0.491
SLC6A16,-0.0844,0.491
DCXR,0.0528,0.491
C9orf72,0.0759,0.491
CHEK2,-0.075705,0.4912040838735867
HS6ST2,-0.14750000000000002,0.49130646889290375
MAP3K6,-0.07297500000000001,0.49146853795474377
METTL8,-0.01455,0.4915026514251599
KNDC1,-0.2975,0.4917413840780064
HACE1,0.04214999999999999,0.49179252704581233
HAS1,0.16366666666666665,0.4918997639310717
ADCY9,0.13,0.492
NLRP11,-0.159,0.492
EXD1,-0.257,0.492
HCG18,-0.0646,0.492
TAAR3,-0.255,0.492
CA11,0.38,0.492
C14orf2,-0.0482,0.492
TPRKB,-0.0558,0.492
TIAM1,0.0735,0.492
LOC100287221,0.0531,0.492
IFNB1,0.206,0.492
RWDD3,-0.125,0.492
CIB1,0.0588,0.492
HEY2,-0.0963,0.492
TTTY6,0.222,0.492
C18orf55,-0.0838,0.492
PYDC2,0.177,0.492
PER4,-0.267,0.492
RBAK-LOC389458,-0.0968,0.492
SPHK2,0.0036500000000000005,0.4920583907080103
USP49,-0.1260666666666667,0.4921664287816413
CMPK2,0.11405,0.49218616216949307
EBPL,0.009000000000000001,0.4923492283088323
NOTCH2,-0.080465,0.49243990982379715
TRIM6,-0.96335,0.4925454601922019
C4orf46,-0.1375,0.49276330392476375
IL4R,0.09243333333333333,0.49282082543796013
SFXN2,-0.0838,0.493
PKIA,-0.113,0.493
PLXNB1,-0.112,0.493
UTS2R,-0.159,0.493
OR4K2,0.094,0.493
ZNF619,-0.0938,0.493
ADAM8,-0.0859,0.493
TOMM40L,-0.0746,0.493
C14orf126,0.0784,0.493
SLC4A11,0.0651,0.493
LOC642648,0.191,0.493
RALGAPA2,-0.123,0.493
LMX1A,-0.36,0.493
GINS4,0.0882,0.493
FAM194A,-0.289,0.493
SLC39A10,-0.0756,0.493
VSTM4,-0.16199999999999998,0.4931375130069301
MRPS17,-0.15645,0.4932480240467726
SERP1,0.1362,0.4934978637321966
BAIAP2L1,0.38165,0.49351145705781985
NDFIP1,0.02815,0.49355393394439107
DNM1P46,0.31006,0.4937630001201203
RETNLB,0.202,0.494
RPUSD3,-0.0602,0.494
FTSJ1,0.0494,0.494
HADHB,0.0524,0.494
KCNJ4,0.25,0.494
SRPRB,0.0865,0.494
RP1-177G6.2,0.327,0.494
PHF11,0.0522,0.494
TFPI2,0.198,0.494
KLKB1,-0.131,0.494
RLN1,-0.186,0.494
C16orf13,0.092,0.494
SLC7A10,0.154,0.494
TIMM50,-0.0773,0.494
EMX2,0.075,0.494
FAM3D,0.327,0.494
HIPK2,-0.09613333333333335,0.4941218826004766
BLNK,-0.10414999999999999,0.49429757492303905
C7orf43,-0.122,0.4944197170469201
THBS2,0.9565,0.49456048469536995
ZNF680,0.1085,0.49470969131090126
TMEM106A,-0.1785,0.4948876667292623
DLX4,-0.296,0.495
ZNF668,-0.0607,0.495
TFF2,-0.156,0.495
GTF2A1,0.153,0.495
MYLIP,0.126,0.495
ZFP36L2,-0.0655,0.495
ND3,0.113,0.495
LOC283038,-0.105,0.495
OR7G2,0.396,0.495
ANGEL1,-0.0643,0.495
SDR16C5,-0.133,0.495
RFTN2,0.0668,0.495
KRT13,0.0849,0.495
EXTL3,0.0623,0.495
HEATR6,0.0553,0.495
SERPINI1,0.0898,0.495
GIGYF2,-0.12530000000000002,0.4950554171383891
SUGP1,-0.108,0.49532810946732997
AKAP14,0.6000000000000001,0.49548556316726744
KIAA1033,0.028949999999999997,0.49568865978008425
SCARF2,0.15,0.495790178755244
NONO,0.010849999999999999,0.4959441119006227
ANKS6,0.0469,0.496
LOC644649,-0.182,0.496
IFI27,-0.337,0.496
LOC254100,0.104,0.496
ARL6,0.126,0.496
PDE3B,-0.0983,0.496
KRTAP5-2,0.345,0.496
TRPC2,0.299,0.496
CXorf28,0.153,0.496
WDR12,-0.0479,0.496
CBLN3,-0.0703,0.496
ZNF804A,-0.0618,0.496
CYCS,-0.13443333333333332,0.4960041361762352
MFI2,-0.10844999999999999,0.49636846387934785
TUBB,0.06520000000000001,0.49652758612930126
MIER3,0.10552500000000001,0.49667143693871296
STK31,-0.09466999999999999,0.49675701252655646
GABRQ,-0.07549999999999998,0.49694949135681954
OR2AE1,0.248,0.497
OAZ2,0.0819,0.497
SNORD12B,-0.197,0.497
KCTD8,-0.0464,0.497
CCL17,0.178,0.497
CTSS,-0.3,0.497
BICD2,0.0551,0.497
SNHG6,-0.0649,0.497
YWHAG,-0.0781,0.497
TMEM192,-0.192,0.497
LOC220906,-0.138,0.497
RASAL3,-0.098,0.497
SLFN5,0.118,0.497
FHOD1,0.106,0.497
C1orf141,0.10255,0.49720939500240957
MICA,-0.01065,0.4973983353209921
SH3RF3,0.2895,0.4973983353209921
PHLDB3,0.15385000000000001,0.4974792889993419
ANKS1B,0.03671666666666668,0.4975410272629254
TRIOBP,0.163,0.497708335998018
TCP11,-0.07465000000000001,0.4979192569551012
KANSL3,-0.0689,0.498
NKRF,0.0463,0.498
CCDC83,0.195,0.498
RASD1,0.0904,0.498
GRTP1,-0.0606,0.498
LOC388588,0.0651,0.498
HACL1,0.0762,0.498
ATP6V1G2,0.278,0.498
CNIH2,-0.221,0.498
GNG12,-0.0987,0.498
GBP1P1,0.0755,0.498
LOC728724,-0.183,0.498
GTF3C3,0.32465,0.49820899668799923
SH3D21,-0.222,0.49829487724554633
PDIA3,0.08375,0.49840262910574284
CHD5,-0.04533333333333333,0.4984509314843836
PIGC,-0.0493,0.49859282464492494
IFITM1,-0.1325,0.49861133558453763
C10orf47,-0.026249999999999996,0.4987190226848328
FUNDC2,-0.13849999999999998,0.4987190226848328
CLUAP1,0.0743,0.49890405841895547
SLC24A2,-0.24555000000000002,0.4989309672881612
WAS,0.179,0.499
MTPAP,0.0682,0.499
EXT2,0.0491,0.499
DDX53,0.154,0.499
TNKS,0.0951,0.499
LOC285972,-0.238,0.499
PAK2,-0.0479,0.499
PRAMEF12,-0.404,0.499
PLXND1,0.091,0.499
LOC401176,-0.413,0.499
ZNRF4,-0.176,0.499
C14orf142,-0.0696,0.499
GPR110,-0.75625,0.49916636121158686
C20orf112,-0.04799999999999998,0.4994725018451208
AMT,0.01965,0.4994940559070542
XLOC_005127,0.314395,0.4996137224678211
LRCH3,0.38344999999999996,0.49962507664835853
CSRNP3,0.22740666666666665,0.49968433010821023
TECPR2,0.25887,0.49976613941801884
LOC100129027,0.0015000000000000013,0.4997678185088421
PLA2G6,-0.18105,0.4999961249328696
SLC35D2,0.07100000000000001,0.4999961249328696
NDUFV3,0.0674,0.5
CNNM3,0.0754,0.5
XLOC_008186,0.0869,0.5
CD96,0.141,0.5
RPL7A,0.0562,0.5
PHOX2B,0.0611,0.5
TIE1,-0.14,0.5
RRNAD1,0.0546,0.5
LOC100128477,-0.421,0.5
ESRG,0.151,0.5
XLOC_004429,0.214,0.5
FAM18A,0.365,0.5
C4orf37,0.155,0.5
MCAT,-0.0556,0.5
PIM2,-0.07,0.5
MGC16275,-0.0685,0.5
CLCNKB,0.146,0.5
STAB2,-0.206,0.5
NUP188,-0.0944,0.5
GATA5,0.0542,0.5
R3HDM1,-0.0552,0.5001303765423171
CLEC4M,-0.1076,0.5001907785855659
DDX54,-0.0005000000000000004,0.5004759167402432
FLJ40536,-0.09705,0.5006703928681642
PLEKHG4,-0.2535,0.5009083605632774
CD300LG,-0.3755,0.5009519204455055
GPC6,0.1875,0.500955271056138
C3orf64,-0.168,0.501
KRT38,0.344,0.501
HDHD3,-0.0706,0.501
SERPINA7,0.125,0.501
CCNH,-0.051,0.501
PRR25,-0.0927,0.501
STAC,0.0693,0.501
KRT37,-0.0879,0.501
MEP1A,0.379,0.501
MYL9,0.104,0.501
LOC729059,-0.129,0.501
MTF2,0.0997,0.501
C5orf25,0.1855,0.5011344975882605
IL17RA,0.07723333333333333,0.5011907110662401
C8orf22,-0.30735,0.5012868758057505
PTTG1IP,0.1355,0.5014124290389351
TCF7,-0.080855,0.5014442310955028
DNM1,0.019000000000000003,0.5015379522761186
FAM66A,0.10440999999999999,0.5017387270938574
ZBED1,0.1751,0.5018307232457746
FLJ35390,-0.3082666666666667,0.5018476403670691
TAS1R3,0.247,0.5019623147163226
HPRT1,0.0892,0.502
ERVW-1,0.24,0.502
LOC415056,0.328,0.502
NIPSNAP3A,-0.0526,0.502
ULBP2,-0.106,0.502
ERLIN1,-0.0726,0.502
KRTCAP2,0.0751,0.502
MRPL28,-0.0711,0.502
DCAF12,0.0984,0.502
RNF165,0.409,0.502
LOC401180,-0.35,0.502
TSPAN15,0.122,0.502
LINC00488,0.0595,0.502
IZUMO4,-0.0845,0.502
ELP3,-0.0709,0.502
CD83,-0.192,0.502
NUDT15,-0.0902,0.502
YSK4,0.5405,0.5021400466483442
KLHL32,0.010000000000000009,0.5029184006244977
MLPH,-0.16399999999999998,0.5029217387137276
CDC25B,0.0689,0.503
UBTD1,0.0657,0.503
CSNK1A1,-0.0659,0.503
TEP1,-0.0572,0.503
PTPRH,-0.097,0.503
SPATA22,0.0803,0.503
ZSCAN4,-0.269,0.503
RPS16P5,0.0498,0.503
BAGE4,0.14,0.503
RASSF9,-0.25,0.503
KIAA1279,0.057,0.503
C16orf62,-0.11,0.503
CHEK1,0.0919,0.503
SLC25A14,0.0874,0.503
JPH2,-0.005499999999999991,0.5030352211182036
PAPPA2,0.28104,0.5030352211182036
SARS,-0.07365,0.5034038695611698
ANKRD1,0.108,0.504
ZSWIM7,0.0549,0.504
ZBED3,-0.0774,0.504
CTSF,0.0615,0.504
MYCBPAP,0.149,0.504
SDHAF1,0.0573,0.504
CCL22,-0.0694,0.504
LOC100128893,-0.223,0.504
LOC100288615,0.0975,0.504
CRYBB3,-0.187,0.504
THNSL1,-0.109,0.504
ANKRD57,-0.0877,0.504
AVP,0.117,0.504
NRCAM,0.16770000000000002,0.5040654524493966
ZNF33A,0.080225,0.5041137049757511
ENC1,-0.103,0.505
COPZ1,0.0748,0.505
ZNF688,0.0767,0.505
SPG21,0.0451,0.505
POLQ,0.109,0.505
PCDHA2,0.149,0.505
SRI,0.114,0.505
DGAT2,0.0554,0.505
PLEKHJ1,-0.0464,0.505
C12orf4,-0.0622,0.505
OR1N2,-0.316,0.505
MED28,-0.109,0.505
ASTE1,0.0958,0.505
ADCK2,-0.0843,0.505
GUCY2E,0.175045,0.5050338236794296
HOXA10,-0.024150000000000005,0.5052066777546376
SLC5A10,-0.04185,0.5052149866107434
STARD9,0.058899999999999994,0.5053728298550242
CMA1,-0.16913,0.5054126985223684
LINC00114,-0.5595,0.5055073744531525
SPON2,-0.0869,0.5055322863291809
BPI,-0.30775,0.5056717709529177
KDM6A,0.0829,0.5059257368598773
SCAND1,-0.0668,0.506
GGNBP1,0.46,0.506
GPR111,0.176,0.506
DIS3L,0.0502,0.506
CCDC117,0.0996,0.506
KDM2A,-0.058,0.506
CCR5,-0.079,0.506
DPP4,-0.051,0.506
STON1,-0.409,0.506
HIVEP2,0.0664,0.506
MYO1E,-0.0562,0.506
RNASEH2A,0.0584,0.506
GPR31,0.352,0.506
C19orf56,0.0483,0.506
OR51E2,0.0587,0.506
TNFAIP3,-0.145,0.506
AFTPH,0.0526,0.5060634577240819
IGLL1,-0.1575,0.5063288415952297
ARMCX6,0.0338,0.5063835602962949
NPPA,0.06299999999999999,0.5065509971679967
DENND1B,0.1395,0.5067896265064475
ATRX,0.26926600000000006,0.506900567683074
ZFP62,0.17455,0.506948652335093
C9orf139,-0.137,0.507
GK5,-0.113,0.507
MAN2C1,-0.0734,0.507
GCHFR,0.126,0.507
NT5DC2,-0.0858,0.507
LYSMD4,0.0602,0.507
TSSK4,0.199,0.507
C8B,-0.118,0.507
UMPS,-0.0876,0.507
GOLIM4,-0.159,0.507
FAM127B,0.0763,0.507
SLC6A12,0.101,0.507
VPS33A,-0.0503,0.507
TOB2P1,-0.127,0.507
ZBTB38,-0.186,0.507
KRTAP6-1,0.294,0.507
DENND3,0.02628666666666667,0.5072038483727255
ADARB1,0.012249999999999997,0.5074221306530491
DNAH5,0.2099,0.5077430576249966
GJB4,-0.4365,0.5077430576249966
RHPN2,0.07755000000000001,0.5078323528073979
ARG1,-0.21999999999999997,0.5079877562261113
AADAC,-0.105,0.508
MIB1,-0.0968,0.508
ECHS1,0.0598,0.508
ITGB3,0.126,0.508
FAM3C,-0.134,0.508
XKR9,0.113,0.508
NECAB2,-0.16,0.508
MYO18B,0.137,0.508
RNF186,0.124,0.508
SOX15,-0.207,0.508
PFDN2,-0.0903,0.508
LINC00482,-0.108,0.508
C18orf19,-0.198,0.508
CYB5B,0.14,0.508
S100A7A,-0.27505,0.5086320224421164
SPAG11B,0.20085000000000003,0.5088053118442981
NLRC5,-0.2455,0.5088730052635293
CYHR1,-0.063019,0.5089763327415069
CHRNB3,0.266,0.509
FARS2,0.0583,0.509
LOC100130298,0.363,0.509
KLF10,0.105,0.509
BTC,-0.13,0.509
C14orf169,-0.0836,0.509
GRAMD3,0.0545,0.509
C12orf34,0.0848,0.509
UBE2L6,0.0815,0.509
LOC339400,-0.288,0.509
LOC158376,-0.11,0.509
F8A2,0.0532,0.509
BAZ2A,-0.0778,0.509
FLJ10489,-0.0492,0.509
LOC389332,-0.194,0.509
SCMH1,-0.0964,0.509
DGAT1,-0.14035,0.5090973825427824
TTLL9,-0.2036,0.5092653705142229
CDC23,0.2473,0.5095886963129301
MLLT6,0.1273,0.5098012359661501
TRIP6,0.0658,0.51
PAX1,0.198,0.51
PRELID2,0.252,0.51
LOC339926,0.204,0.51
BNIP1,-0.0565,0.51
HRSP12,-0.0853,0.51
XLOC_002130,-0.679,0.51
SYCP2,0.0456,0.51
PDZD9,0.0471,0.51
OR1S2,-0.334,0.51
RUFY3,0.277,0.51
UBXN4,0.0557,0.51
ZNF398,0.0535,0.51
TRANK1,0.22,0.51
CEP19,0.139,0.51
PHF5A,-0.0661,0.51
DUX4L9,-0.0472,0.51
GMCL1,0.0798,0.51
PGLYRP3,0.392,0.51
KLHDC7B,-0.1095,0.5101355226288211
TTC32,0.1198,0.5102737856043015
TPM3,-0.13638333333333333,0.5105790114963855
DHRS4,0.060700000000000004,0.5109657727565897
NCKAP1,0.141,0.511
PNMAL1,0.21,0.511
GGPS1,-0.0897,0.511
RUSC2,-0.108,0.511
KRT33B,-0.221,0.511
PHYHIPL,-0.136,0.511
DRD1,0.0474,0.511
WIBG,0.0524,0.511
SUDS3,0.0757,0.511
WDR83,0.0666,0.511
ZXDB,0.0646,0.511
C17orf98,-0.357,0.511
ACTL6A,0.0527,0.511
TIGD2,-0.0563,0.511
RCBTB1,0.0708,0.511
TADA2B,0.056,0.511
LOC100128993,-0.189,0.511
LMF2,-0.03275,0.5117036461861217
GDAP1L1,-0.1764,0.5117331881954559
ATP8B5P,-0.303,0.5118611842475603
EFR3B,0.2638,0.5118739588793015
TBX3,-0.23604999999999998,0.5119350138449887
HPYR1,0.371,0.512
FLJ41327,0.0514,0.512
KLKP1,-0.239,0.512
OR52I1,0.297,0.512
PTGS2,0.452,0.512
PRF1,0.535,0.512
C11orf91,-0.211,0.512
LIPK,0.0748,0.512
LRRC20,-0.0601,0.512
ATPAF1,-0.149,0.512
TMEM185A,-0.0638,0.512
RASL11B,-0.267,0.512
TRIB1,-0.116,0.512
TBL2,0.049,0.512
MED30,-0.137,0.512
NAV2,-0.12515,0.5126645445700869
BIRC3,-0.111,0.513
ACOT1,0.06,0.513
LOC374443,0.0813,0.513
SLC35B1,0.0997,0.513
PLSCR3,-0.0754,0.513
NOLC1,-0.0854,0.513
ZNF660,-0.311,0.513
PTPRVP,0.117,0.513
XLOC_011430,-0.087,0.513
FCGBP,-0.0555,0.513
SCAND3,0.0728,0.513
LOC100128262,0.232,0.513
DUSP1,0.14,0.513
IRX2,-0.0981,0.5130084634271193
OTOP1,-0.07755,0.5132130693855896
GPR64,-0.07005,0.5133161603623708
ENDOV,-0.06426666666666667,0.5134674533795325
H2AFJ,-0.09605,0.5135549912669388
WWC2,-0.135,0.5136629200155506
LOC100009676,-0.006450000000000004,0.5139931085698359
SAMD14,-0.207,0.514
TMPPE,0.198,0.514
ZMYM1,0.0718,0.514
CHRM1,0.0465,0.514
DDX50,0.108,0.514
LOC100131060,0.423,0.514
LOC100131910,-0.247,0.514
OR2AG2,0.217,0.514
FAM86B1,-0.149,0.514
DDHD2,0.0655,0.514
LOC284837,0.0773,0.514
AFM,-0.139,0.514
DUSP2,-0.106,0.514
PRSS27,0.109,0.514
OR8H1,0.296,0.514
CREB3L3,-0.0671,0.514
PLCB2,0.806,0.514
PCGF6,0.0805,0.514
ING2,-0.0665,0.514
LOC100131510,-0.167,0.514
GATAD2B,-0.265,0.514
PTPN14,0.156,0.514
C2CD2,0.116,0.514
IFI6,0.191,0.514
CCDC36,-0.206,0.514
GUF1,0.133,0.514
KCNH6,0.333,0.514
DNAH8,0.24663333333333337,0.5142577400602815
KCNC1,-0.3208,0.5143183496762722
CTNNA1,0.05985,0.5144553478159365
MAPK1IP1L,0.0025500000000000037,0.5145941028633383
MAN1B1,-0.13269999999999998,0.5146985528623496
GRK1,0.4405,0.5149041275967836
DAOA-AS1,-0.0468,0.515
XLOC_006035,-0.152,0.515
AMMECR1L,-0.0457,0.515
LOC646034,-0.072,0.515
FHOD3,-0.417,0.515
ODZ1,0.0927,0.515
ESYT1,-0.0457,0.515
TCAP,-0.0796,0.515
IL15,-0.0498,0.515
KPNA4,-0.0489,0.515
KLRK1,0.0483,0.515
XLOC_003457,-0.13761666666666664,0.5152948865656888
BHLHA9,-0.3639285,0.5154095614713177
RPLP0,0.0534,0.5154421532633391
KCNAB2,-0.16099999999999998,0.5154437827993725
RNF32,0.139,0.5159763676508949
PKD1L2,0.05933333333333332,0.5159979418034888
CISD2,-0.0739,0.516
KIFC3,-0.11,0.516
LCAT,-0.0867,0.516
TIMP4,-0.235,0.516
AJUBA,0.0972,0.516
THAP1,-0.0492,0.516
CLK2,0.118,0.516
LIPH,-0.092,0.516
LOC399815,-0.0797,0.516
PLBD2,0.0851,0.516
DLX2,-0.238,0.516
FNTB,0.0629,0.516
OCRL,-0.0422,0.516
C3orf17,-0.0878,0.516
ZNF610,0.296,0.516
GPSM2,-0.0835,0.516
LOC284751,-0.138,0.516
TAAR1,-0.236,0.516
HSD17B3,0.48660000000000003,0.5160040406486042
EPHA8,0.2169,0.5161309920074169
ZNF542,-0.01935,0.5163896815694691
OR10P1,-0.236,0.517
CERS2,-0.0646,0.517
BPIFB2,-0.199,0.517
SQSTM1,0.0875,0.517
TACR2,-0.171,0.517
GYPE,0.187,0.517
CETN2,0.0826,0.517
IRF9,-0.0745,0.517
IDH2,0.0595,0.517
TMEM39A,0.0982,0.517
MRPS35,-0.0757,0.517
RNF114,0.0891,0.517
BAMBI,-0.0505,0.517
ZNF800,-0.114,0.517
AGAP7,-0.1036,0.5176729864459251
