GENE_SYMBOL,logFC,P.Value
DPPA4,0.0833,0.338
DNAJB12,0.175,0.338
ATP5D,-0.116,0.338
TP63,-0.315,0.338
POU4F3,-0.164,0.338
GYPC,0.138,0.338
SLC25A29,-0.095,0.338
DHRS7,-0.0658,0.338
LOC100130927,-0.364,0.338
RARS2,-0.0915,0.338
C11orf30,-0.0895,0.338
BUTR1,-0.203,0.338
LOC100129826,-0.182,0.338
XDH,0.0947,0.338
LOC100134256,-0.388,0.338
UBE2D1,0.129,0.338
ZNF19,-0.177,0.338
TMEM218,-0.0933,0.338
LOC286149,0.0873,0.338
CXorf26,0.183,0.338
KIF9,0.15849999999999997,0.33824340018372556
FAM208A,-0.15200000000000002,0.3384202936459387
LOC100130581,-0.22794999999999999,0.33852912196124507
TDRD6,0.17154999999999998,0.3386175285946351
ANXA11,-0.09796666666666666,0.33864721019022387
C6orf220,-0.625,0.339
LOC100652764,-0.0837,0.339
C12orf70,-0.132,0.339
LOC100132987,-0.132,0.339
CES3,-0.187,0.339
LOC100128727,-0.249,0.339
AQP5,0.212,0.339
PTPN23,0.0816,0.339
TKTL2,0.135,0.339
VPS37C,-0.0724,0.339
C3AR1,-0.372,0.339
LOC100129312,-0.22,0.339
ZNF14,-0.238,0.339
DRD2,0.57,0.339
LOC401490,0.059,0.339
TIFAB,0.0727,0.339
MLNR,0.306,0.339
LOC100505873,-0.185,0.339
PPIC,0.0758,0.339
DIP2C,-0.10297500000000001,0.33934688628334303
SGPP2,-0.3145,0.33950757745335713
NOX1,-0.03143333333333334,0.33963320695409804
C1QTNF9B-AS1,-0.040999999999999995,0.33965690558325656
KIAA1432,0.021366666666666673,0.3397565228435173
WDR33,0.0009199999999999958,0.33981879707581775
RPS29,-0.100925,0.33991814104591295
ZNF37BP,-0.141,0.34
KRT19,-0.148,0.34
FAM75D3,-0.387,0.34
C14orf166B,0.142,0.34
BGLAP,0.162,0.34
OR8B3,-0.159,0.34
LOC441177,-0.79,0.34
SNORA50,0.164,0.34
DCTPP1,-0.0714,0.34
UFSP2,-0.0766,0.34
GEM,0.279,0.34
SFSWAP,0.0891,0.34
ZNF852,-0.255,0.34
ASH2L,0.062,0.34
FAM189A1,-0.217,0.34
FRMD6,-0.0733,0.34
OR52B2,-0.31,0.34
SOD3,-0.252,0.34
OR10A5,-0.312,0.34
HCN4,0.791,0.3400526489182118
NME9,0.476635,0.3400978580213266
LPHN3,0.1978,0.34035547670912464
SSBP3,0.20400000000000001,0.3403622544670816
RPL23AP53,-0.08224999999999999,0.34068974339995384
ATP5O,-0.0693,0.341
LOC100128977,1.21,0.341
SERPINA5,-0.362,0.341
PIGF,-0.0981,0.341
XLOC_002408,-0.618,0.341
CCDC24,-0.118,0.341
LOC100128993,0.503,0.341
FLJ21408,0.558,0.341
GPR35,0.09775,0.3410170312808852
STAT3,0.1485,0.34106667120358497
C22orf13,-0.09435,0.3415628164422689
HSPH1,-0.0804,0.3416484675265845
CADPS,0.595,0.3419594005807508
XRCC2,0.326,0.342
PDLIM1,-0.1,0.342
ATOH7,-0.45,0.342
EGLN2,0.188,0.342
LENG9,-0.387,0.342
PDLIM4,0.27,0.342
STK17A,-0.236,0.342
SCNN1G,-0.383,0.342
KERA,-0.185,0.342
FLJ22447,-0.613,0.342
FTLP10,-0.236,0.342
LOC100127994,0.483,0.342
TMEM150B,-0.161,0.342
NUP155,0.0874,0.342
ARHGEF16,0.115,0.342
IGLV1-44,0.389,0.342
LOC220729,-0.173,0.342
GLB1L,0.169,0.342
OR5W2,0.522,0.342
XLOC_006507,-0.129,0.342
ANO5,0.134,0.342
MAN1A2,-0.10850000000000001,0.3420607526196954
MYT1,-0.49,0.34216208540647874
INPP5A,-0.10220000000000001,0.3421981102038046
YIPF5,-0.02745,0.3422431377798825
C22orf40,-0.0862,0.3422566453116791
ZEB1,-0.0751,0.34238720049109295
MDM1,-0.3527,0.34252936664154743
PPIL4,0.0695,0.3428753737988455
LOC100287225,-0.248,0.343
LOC100507362,-0.209,0.343
SPRED2,0.152,0.343
C19orf23,0.0714,0.343
ZNF660,-0.409,0.343
METTL11A,-0.127,0.343
CXCL14,-0.425,0.343
ANGEL1,-0.106,0.343
C3orf49,0.0686,0.343
FHL5,-0.186,0.343
SNX19,0.118,0.343
NDUFAB1,-0.0979,0.343
ANKRD26P1,-0.43999999999999995,0.34305298505289233
PPM1A,0.101,0.3430911974691389
LRCH1,-0.224,0.3431069311983051
UFD1L,-0.0949,0.34317210884997107
TMEM146,0.01793333333333332,0.3432918155044018
SP140,-0.18966666666666665,0.34392925742517
TMEM68,0.0704,0.344
ZNF763,0.25,0.344
CHCHD3,-0.0931,0.344
LOC100652917,-0.228,0.344
OR4C16,-0.395,0.344
NGLY1,-0.0645,0.344
TNNT2,0.24,0.344
HBM,-0.242,0.344
TXNRD3NB,0.309,0.344
FSIP1,-0.529,0.344
C17orf6,-0.475,0.344
LOC100128281,-0.159,0.344
LOC440910,0.413,0.344
LOC644083,0.457,0.344
LRRC61,0.13,0.344
EP400NL,0.162,0.344
AP1AR,-0.11,0.344
GPR31,0.646,0.344
TMEM194A,0.128,0.344
SAMD12,0.304335,0.34402542629603966
SH3GL1P2,-0.242,0.34407703070992945
XLOC_012831,0.546,0.345
ITGA8,-0.16,0.345
E2F8,-0.219,0.345
OAZ1,0.0631,0.345
C1orf87,-0.454,0.345
DYTN,0.631,0.345
LOC283914,-0.232,0.345
DPF2,0.083,0.345
PCDHA3,-0.816,0.345
PATL1,0.0892,0.345
SART3,0.0957,0.345
TMPRSS12,-0.462,0.345
ARFGAP3,-0.0675,0.345
KCNK12,0.159,0.345
C11orf45,0.336,0.345
VAT1L,-0.162,0.345
IP6K3,0.131,0.345
GRIK5,0.259,0.345
LMAN1L,0.387,0.345
WIZ,0.0851,0.345
ECI1,-0.0817,0.345
RAB5A,-0.0637,0.345
NKX2-1,0.233,0.345
ZNF311,0.312,0.345
VSIG7,0.808,0.345
NOS1,-0.02650000000000001,0.34503193378593006
GPATCH2,-0.009250000000000001,0.34531851980741585
TLE1,-0.151878,0.3453625385437051
FAM35A,-0.10653333333333333,0.34539296423637983
ANO10,0.14515,0.34561390071976233
NIPSNAP3B,-0.4205,0.34571679813640266
PDXDC1,-0.11499999999999999,0.3458509823874712
PPP1R14A,-0.137,0.3459985461580172
KHDRBS1,-0.116,0.346
SLC45A3,0.0926,0.346
GLTPD2,-0.0986,0.346
JPH1,-0.092,0.346
VPS25,0.0732,0.346
SLC1A1,-0.145,0.346
GFOD2,0.06,0.346
LOC389199,-0.596,0.346
LOC284576,0.53,0.346
KIF3B,0.0711,0.346
SLAMF9,-0.355,0.346
GPR61,-0.201,0.346
NAT1,-0.138,0.346
VPS37A,-0.19905,0.3460253715573754
PRKXP1,0.041499999999999995,0.34622205002169154
LIMK2,0.13495000000000001,0.3469946530944359
PXT1,-0.265,0.347
KPNA2,0.0672,0.347
OR5AP2,-0.231,0.347
LINC00317,-0.253,0.347
DKFZP434I0714,0.383,0.347
B3GNT2,0.146,0.347
KRT24,0.188,0.347
GUF1,0.161,0.347
TAS2R8,-0.204,0.347
FRRS1,-0.156,0.347
LOC100288069,-0.09,0.347
KRTAP19-2,-0.187,0.347
PHYHIPL,-0.139,0.347
LRRC15,-0.617,0.347
NR5A1,0.402,0.347
FNDC3A,-0.10185,0.34701250354911756
AHDC1,0.07965,0.3474853235871556
PCYOX1,0.12875,0.34777950992106255
XLOC_006925,0.20552857142857142,0.3478020108362332
XLOC_003457,0.2803166666666666,0.3479982724677464
GPR111,1.42,0.348
SYT17,-0.0885,0.348
CRX,0.681,0.348
MTA1,0.0829,0.348
GABRA5,-0.135,0.348
OR14I1,-0.324,0.348
RPUSD1,0.0847,0.348
PNPO,-0.0673,0.348
TAS2R45,-0.385,0.348
SLCO1B7,-0.562,0.348
HCRP1,0.216,0.348
PEX11B,0.128,0.348
LCOR,0.0899,0.348
CLIP3,0.163,0.348
PAQR7,-0.204,0.348
FLJ31945,-0.578,0.348
PCDHAC2,0.241,0.348
RBX1,-0.0762,0.348
C9orf69,-0.15,0.348
LOC100124692,0.051765,0.34802899573159424
ANKRD44,-0.023350000000000003,0.34818041250515985
CALCRL,-0.3283333333333333,0.3483580330486828
POLR3C,-0.09906499999999999,0.3486210585970588
RELN,0.29100000000000004,0.34872337898891814
C20orf123,-0.303,0.349
MFNG,0.14,0.349
LOC285954,0.329,0.349
KCNE1L,0.161,0.349
CNPY4,0.229,0.349
SERPINA9,0.336,0.349
DECR1,-0.101,0.349
CEMP1,0.379,0.349
RNF165,0.438,0.349
TJP3,0.161,0.349
PSRC1,0.112,0.349
LOC100128139,-0.196,0.349
LOC100129775,0.451,0.349
CUL7,-0.113,0.349
HHIP,-0.252,0.349
PATE2,0.664,0.349
IFITM4P,-0.111,0.349
GPC2,-0.182,0.349
C6orf70,-0.154,0.349
TDRD12,-0.124,0.349
LOC442421,-0.25767500000000004,0.3490366695475712
SH3YL1,0.026999999999999996,0.34915246662494615
ANKRD10,-0.003500000000000003,0.3496122977207315
HLA-DQB1,0.31525,0.3496702321856141
EVPLL,0.08375,0.34972774878647683
FAM65B,0.2903,0.34986093061959406
CYP4F22,0.26,0.35
RBFA,-0.0786,0.35
IFITM10,0.325,0.35
CD3EAP,0.0944,0.35
PSMA5,0.114,0.35
PALM2,0.108,0.35
MDGA2,-0.424,0.35
ZSWIM5,0.548,0.35
BSPRY,0.0864,0.35
XLOC_012166,0.455,0.35
RAB11FIP2,0.119,0.35
POLD1,-0.136,0.35
VEGFB,0.103,0.35
CALCOCO1,0.158,0.35
ATP6AP1,0.0857,0.35
LOC100129722,0.182,0.35
TUBB4B,-0.0827,0.35
UOX,-0.548,0.35
PRDM14,-0.367,0.35
FLJ45684,-0.0993,0.35
TCHHL1,-0.061499999999999985,0.3502159202689648
PLB1,-0.10062,0.3503730656888847
LAMA1,-0.1565,0.3504598391831341
FARP2,-0.050499999999999996,0.35069478323386416
NRBF2,-0.09895000000000001,0.3508543091028679
FSCN1,-0.151,0.351
CACNG8,-0.337,0.351
RPS15AP10,-0.64,0.351
OR13C3,-0.34,0.351
LOC100132363,0.312,0.351
C3orf64,0.203,0.351
LOC100652953,-0.321,0.351
EGR3,-0.145,0.351
NFE4,0.561,0.351
RND2,-0.234,0.351
XLOC_011548,-0.452,0.351
SGK110,-0.236,0.351
C14orf149,0.0748,0.351
WDR45L,-0.12,0.351
LCE5A,-0.364,0.351
FAM160B2,0.1249,0.35141448872538483
RIMS3,-0.16949999999999998,0.3517662388129588
MLANA,0.17700000000000002,0.3517949880424799
CCL4,0.454,0.35188564858485577
ZNF30,0.14350000000000002,0.35196081886309993
SHPK,0.115,0.352
ARHGAP25,-0.239,0.352
LOC284244,-0.296,0.352
MRPL41,-0.114,0.352
RPS11,-0.0751,0.352
RHOH,-0.138,0.352
GADL1,-0.152,0.352
CHMP4C,-0.0835,0.352
PURA,-0.12,0.352
STX18,-0.0711,0.352
FOXD3,0.193,0.352
LRRCC1,0.656,0.352
CHD1,-0.0608,0.352
TP53BP1,0.113,0.352
KCNC3,0.17055,0.3520271368215648
SLC35A1,-0.08560000000000001,0.35235860353975623
XLOC_004366,0.019566666666666666,0.35281050271903747
TRIM49,-0.469,0.353
RPL36AL,-0.0851,0.353
LOC644649,-0.368,0.353
C16orf70,0.0638,0.353
VARS,0.111,0.353
PSMB3,-0.0928,0.353
OXSR1,-0.103,0.353
LOC400236,0.11,0.353
ALKBH1,0.125,0.353
STARD10,-0.0876,0.353
LOC286442,-0.699,0.353
GPATCH4,-0.10867666666666666,0.3530337040775785
CSF3,0.0685,0.353252540903901
NPM1,-0.10510000000000001,0.3534726808157609
IL22RA2,-0.33099999999999996,0.3534972858665398
COA5,-0.146,0.35356120983792166
PIBF1,-0.1445,0.3539732263009082
OVGP1,-0.0832,0.354
SPRR4,-0.259,0.354
FABP12,-0.149,0.354
SENP3,-0.0828,0.354
ANKRD53,-0.223,0.354
MSLNL,-0.294,0.354
HSPA12B,-0.495,0.354
RMND1,-0.117,0.354
SLC45A1,0.375,0.354
SIT1,0.657,0.354
DBIL5P,0.352,0.354
GNG8,0.184,0.354
AGXT,0.222,0.354
LOC100129960,0.109,0.354
CLCNKB,0.181,0.354
C3orf43,0.298,0.354
HCST,-0.117,0.354
LOC100289255,-0.493,0.354
C20orf62,-0.146,0.354
PDZK1IP1,-0.121,0.354
C15orf43,0.189,0.354
LOC731223,-0.147,0.354
GAS7,0.172,0.354
KREMEN2,0.267,0.354
ADAM12,0.08516666666666668,0.35403928681703134
ECHDC1,-0.1981333333333333,0.35426886909942074
CDKL4,-0.1581,0.35456755835627884
TTC23,-0.0731,0.3546423534957458
PANX2,0.0235,0.3548380913969764
FAM76A,-0.020666666666666656,0.354960071601831
LYL1,0.215,0.355
TEPP,0.0801,0.355
LOC100132781,-0.466,0.355
FLJ12334,0.336,0.355
TOE1,-0.0885,0.355
WDR11,-0.0813,0.355
OR8D1,0.732,0.355
TRIM59,0.253,0.355
GNPTG,0.084,0.355
TKTL1,0.544,0.355
HSPA14,0.0904,0.355
ALPK2,0.22,0.355
SFTA3,-0.177,0.355
LCE3B,0.274,0.355
MMEL1,0.538,0.355
GNA11,0.179,0.355
NPM3,-0.323,0.355
PCDHGC3,-0.263,0.355
TNFRSF19,0.021500000000000005,0.35509530112966625
ABCA8,-0.2245,0.35529307087620715
KPNA7,-0.07924999999999999,0.3556949779835552
SSU72,0.1915,0.3558464385995779
GRM8,-0.10250500000000001,0.35596933173345957
STRAP,-0.0715,0.356
CPT1B,0.22,0.356
DDI2,0.142,0.356
TEX15,1.44,0.356
LMO1,0.111,0.356
CNOT8,0.103,0.356
C1orf122,-0.154,0.356
ZNF283,0.0683,0.356
RBM19,0.113,0.356
LOC100506972,0.453,0.356
UNC119,-0.0983,0.356
MYO18B,-0.194,0.356
PATE3,0.348,0.356
CMYA5,-0.242,0.356
MGC4859,-0.365,0.356
FBXO10,0.0984,0.356
C5orf52,-1.37,0.356
ZNF442,0.304,0.356
TRAPPC10,-0.09003,0.3566972870546405
ATG4B,0.0581,0.35691641967002785
CCDC94,-0.0611,0.357
C5orf28,-0.107,0.357
TTTY1,0.185,0.357
HRC,0.276,0.357
C9orf123,-0.201,0.357
ARNT,-0.111,0.357
LOC284440,-0.214,0.357
PHF16,0.101,0.357
C22orf23,0.106,0.357
PDX1,0.371,0.357
UNQ6494,0.215,0.357
MSL3P1,0.103,0.357
PSMC6,-0.0752,0.357
RAPGEFL1,-0.475,0.357
ZNF192P1,-0.132,0.357
ZP3,-0.241,0.357
PDE3A,0.0887,0.357
RAP1B,-0.09065,0.35720766383138153
DNAJC3,0.10250000000000001,0.357319302022112
FAM150B,-0.134,0.3575818885753659
KHDRBS3,-0.05215,0.35772188223941354
SUFU,0.20256666666666664,0.35775462890984006
ELN,-0.281415,0.3579733416675561
NOTCH4,-0.268,0.358
LOC400238,-0.228,0.358
RASL12,0.66,0.358
TERC,0.289,0.358
XLOC_002759,0.215,0.358
LOC100129581,0.471,0.358
ELP3,-0.108,0.358
UGCG,0.151,0.358
ZNF8,0.0826,0.358
APOBEC2,-0.104,0.358
DEFB128,0.539,0.358
PIGZ,-0.0836,0.358
MAGEB1,0.867,0.358
EBAG9,-0.0901,0.358
PPP1R9A,0.1565,0.3584475141635288
ZNF720,0.020533333333333344,0.35846304761504044
BPI,-0.35050000000000003,0.3586571528185144
POM121,-0.126,0.3586702525177831
FGFR1,0.3893333333333333,0.35877858943419205
MGC23284,-0.11889999999999999,0.3588230587391249
LRRC31,0.1925,0.35894527242277036
DSTYK,0.0955,0.359
C20orf106,-0.226,0.359
TCEB2,0.106,0.359
TLR8,-0.152,0.359
NUDT3,-0.0649,0.359
C2orf78,-0.157,0.359
B3GNT9,-0.129,0.359
PRSS42,-0.508,0.359
CECR9,-0.538,0.359
PCDHA13,-0.249,0.359
ZNF479,0.294,0.359
MT1A,0.143,0.359
PPM1M,0.1735,0.3590936373783485
MANEA,-0.13935,0.35913072221499553
SETD7,0.132,0.35932919164258753
UGGT2,0.0732,0.35942948895315896
ALOX15,0.4425,0.35951450896392356
SH3BP2,0.205,0.3595559240954048
ATP6V1D,-0.072,0.36
LOC253962,-0.153,0.36
WBSCR22,0.0689,0.36
ARL9,-0.0829,0.36
ITGB8,-0.505,0.36
ZNF79,0.168,0.36
ERVFRD-2,-0.161,0.36
C19orf10,0.0708,0.36
LRRC38,0.354,0.36
E2F4,0.0936,0.36
ERVI-1,-0.189,0.36
CST2,0.472,0.36
CYP2R1,-0.113,0.36
ZNF846,0.218,0.36
C1orf150,0.175,0.36
LIMS3L,0.05499999999999999,0.360113627431699
TMCO3,-0.11385,0.36017459112902694
KRTAP3-3,-0.2165,0.36018329966405227
LOC440925,-0.10985,0.3602311940840673
SPTSSA,0.0252,0.3603443821103393
CALCR,0.11599999999999999,0.36041620060932944
ZNF774,-0.17720000000000002,0.3608403868397775
IMPA1,-0.0968,0.36087300268659317
OPRL1,0.2438,0.36099257719415023
EGF,0.388,0.361
HS3ST6,-0.31,0.361
LOC100144604,-0.0994,0.361
KCNK4,0.206,0.361
PCDHB10,0.175,0.361
LOC642361,0.0642,0.361
INE2,0.19,0.361
PRRC2A,-0.0798,0.361
MRPL15,-0.0735,0.361
UCHL3,0.0576,0.361
FBXL22,-0.192,0.361
TANC2,0.149,0.361
AGBL3,-0.11089,0.3612120902177625
MAPK6,0.09955,0.36129682868725344
MAP1B,0.2945,0.36140110385355834
KIAA1715,-0.15815,0.3615140457958908
RPS26,-0.10376666666666667,0.3615680896797793
KIAA1598,0.1292,0.36157858115786884
SELPLG,0.254,0.36164867633798353
SYN1,-0.369,0.362
SEMA7A,-0.31,0.362
HIAT1,-0.179,0.362
VPS26B,0.0843,0.362
FAM71A,0.258,0.362
XLOC_010204,0.426,0.362
NBPF3,0.205,0.362
NUDT16L1,-0.0606,0.362
TMPRSS13,-0.429,0.362
ATAD5,0.348,0.362
NAGK,0.0924,0.362
KCNJ10,0.0952,0.362
PRG3,0.454,0.362
PRKRIP1,-0.08305,0.3621000939719937
ETNK1,-0.103,0.3622107085938622
UNC5CL,-0.42460000000000003,0.36229963863528397
RPS6KA3,-0.091365,0.36237336466570935
TNFSF11,0.19135,0.3623820376518142
ANXA2,0.32535000000000003,0.3627201750482279
C7orf58,-0.09903333333333335,0.3627362523199855
RBPMS,0.0005000000000000004,0.36280684270813435
GMPR,0.0782,0.363
CDCP2,-0.19,0.363
ZWILCH,-0.11,0.363
HLA-DQB2,0.194,0.363
RAB27A,0.0895,0.363
PRLH,0.317,0.363
MAN2A1,-0.259,0.363
DEXI,-0.117,0.363
IRX4,0.187,0.363
SH3BGRL,0.104,0.363
CCT7,0.0736,0.363
RCOR2,-0.306,0.363
CDC42BPB,0.0987,0.363
ZNF295-AS1,0.422,0.363
CD8A,0.176,0.36342610989324675
ZNF585B,0.014499999999999999,0.36344774969666627
PPM1K,-0.29900000000000004,0.3636056938936168
FAM47A,0.1962,0.36373547632823106
HBA2,0.36766666666666664,0.36381904322275643
HINT3,-0.0626,0.364
PRLHR,0.0949,0.364
SLC9A7P1,-0.145,0.364
AKAP2,0.122,0.364
SEPT7L,0.176,0.364
DSCR10,-0.222,0.364
C21orf15,-0.201,0.364
LOC339316,0.176,0.364
PCDHA1,0.712,0.364
ACPT,0.257,0.364
C19orf48,-0.116,0.364
ALS2CR12,0.378,0.364
C12orf5,0.101,0.364
NPTX1,-0.142,0.364
OR4S1,-0.31,0.364
GSC2,0.446,0.364
LOC100507096,-0.258,0.364
RPRD2,-0.0524,0.36415705313898367
USP3,0.07535,0.36435367598989926
FBXO17,0.3794,0.36441632092436027
RNF8,0.18155000000000002,0.3647790860714568
MFSD4,-0.285,0.365
TXN,0.0677,0.365
NUP54,-0.062,0.365
LOC283403,0.295,0.365
DHH,0.156,0.365
LOC100129148,-0.148,0.365
HEMK1,-0.809,0.365
LOC100132874,0.363,0.365
MUC5B,-0.168,0.365
FTMT,0.515,0.365
TTLL11,0.136,0.365
NPTXR,-0.0811,0.365
SUPT7L,-0.08960000000000001,0.3650358968325159
MFI2,-0.029249999999999998,0.3651718058722873
ZNF691,0.12905,0.36540040079869657
TRIO,0.14895,0.3654693915124259
CNP,-0.0645,0.3655599284058195
TRAPPC2,-0.17518999999999998,0.3655688722510545
SPEF1,-0.0584,0.3657969766927299
LOC285957,0.316,0.366
TMEM55B,0.0792,0.366
OR51G2,0.716,0.366
SYVN1,0.15,0.366
MAGEA8,-0.136,0.366
ANKRD7,0.541,0.366
CEACAM5,0.339,0.366
GAR1,-0.0575,0.366
GNL3LP1,0.149,0.366
XIST,-0.368,0.366
FLJ33544,0.803,0.366
CPXCR1,0.499,0.366
SCG2,0.33,0.366
OR5AR1,0.668,0.366
SERINC4,-0.414,0.366
LOC100509553,-0.187,0.366
ISL1,-0.242,0.366
AFTPH,0.017599999999999998,0.36622770631352036
SDHC,-0.107,0.3665450667353987
ADORA2A,0.2505,0.36675057949448203
GLT8D2,-0.4494,0.36683014940259295
DDX59,-0.211,0.367
STARD7,0.0872,0.367
C1orf31,-0.112,0.367
LOC153910,0.168,0.367
TRIM2,-0.109,0.367
PLSCR4,-0.0754,0.367
RBMS3,0.326,0.367
LOC283214,-0.137,0.367
PRR21,-0.224,0.367
C15orf53,-0.0917,0.367
XRN1,-0.149,0.367
CYP1A1,-0.162,0.367
FAM71E1,0.0662,0.367
WRNIP1,0.122,0.367
DHRS4L1,-0.172835,0.3676466740950202
SUN1,-0.0894,0.36768419642603867
C9orf173,0.35150000000000003,0.36769820253362673
EVC2,-0.2665,0.36769820253362673
ADC,0.06175,0.36771108387298096
XLOC_004803,0.21043333333333336,0.36775378739789144
USP15,-0.167,0.36775401944584263
ATPBD4,0.544,0.3678785132543994
LOC100130713,0.263,0.368
THSD7A,-0.61,0.368
RNF25,-0.0716,0.368
ARPC2,0.0878,0.368
LOC100129363,0.306,0.368
TEX13B,0.118,0.368
MRPL20,-0.118,0.368
KCNJ9,0.203,0.368
CARD16,-0.136,0.368
SLCO4A1,0.236,0.368
SNURF,0.101,0.368
IL4I1,0.356,0.368
LTBR,-0.0593,0.368
NLRX1,0.115,0.368
VSIG1,-0.571,0.368
LTA,0.417,0.368
LINC00200,0.0852,0.368
MST1,-0.199,0.368
SPRR1B,-0.27,0.368
ESPNL,0.17864999999999998,0.3680716363492234
STK3,-0.19090000000000001,0.3682561115208347
CTNNA3,0.05790000000000001,0.36856700225050043
C17orf53,0.3115,0.3686720213276564
TFDP1,0.09755,0.36867630738575363
FKBP11,-0.16,0.36899338109501445
OR5P2,0.238,0.369
PROKR2,-0.34,0.369
DUSP1,0.15,0.369
LPAR6,0.173,0.369
KRTAP20-1,0.38,0.369
YARS2,0.0955,0.369
ZNF687,-0.234,0.369
COPZ1,0.134,0.369
CYB561D2,0.0894,0.369
KLRB1,0.208,0.369
OR5J2,-0.166,0.369
BCAP31,0.0741,0.369
C9orf147,-0.302,0.369
ZNF592,-0.132,0.369
LAGE3,0.0905,0.369
SLC4A9,-0.467,0.369
CCDC106,-0.103,0.369
IGF2BP1,-0.185,0.369
AIFM1,-0.102,0.369
LOC283089,-0.289,0.369
LOC285370,-0.139,0.369
INSM1,-0.163,0.369
RAB43,0.0697,0.369
ZNF207,0.1185,0.3692353455866219
TTF1,-0.05795,0.3694964596528052
WFIKKN2,-0.319,0.3698750642575992
NBR2,-0.08000000000000002,0.3699221038760342
RALGAPB,0.0,0.36996058778263585
ASTN2,0.17885,0.36996058778263585
PRO0611,-0.532,0.37
KDELR1,0.152,0.37
TMEM147,0.138,0.37
PRSS3,0.116,0.37
RPS6KA6,0.243,0.37
MEG8,0.426,0.37
FAM194B,0.0581,0.37
CXorf51A,0.154,0.37
LOC200830,0.239,0.37
YTHDF3,-0.13,0.37
REM1,-0.281,0.37
SCARNA10,0.277,0.37
JOSD1,0.106,0.37
KCNA7,-0.183,0.37
LOC100128175,-0.328,0.37
IGSF22,-0.228,0.37
SGSM2,0.05450000000000001,0.37017433723294363
NDST3,-0.193885,0.3706079880614497
C20orf26,0.24225,0.3706737869784782
WDR3,-0.09025,0.3706805851330088
BUB1,-0.154,0.371
NICN1,0.108,0.371
XLOC_005921,-0.304,0.371
FIGF,0.229,0.371
C18orf8,0.0888,0.371
RARRES1,-0.153,0.371
DYSF,0.142,0.371
ACTA2,0.0912,0.371
MRFAP1L1,0.0719,0.371
PCGF1,0.111,0.371
THAP9,-0.2,0.371
HRK,0.424,0.371
LOC100652758,0.184,0.371
RABL2B,-0.158,0.371
DRAM1,0.166,0.371
UBAC2,0.0837,0.371
IL15,-0.0784,0.371
TJP2,-0.151725,0.371075295498324
SPANXN4,0.9630000000000001,0.37146358470855234
RPL13P5,0.20800000000000002,0.37150622232368674
MXD4,-0.093685,0.3716000132083467
SULT1C4,-0.22395,0.3716639521846012
GPR108,0.0778,0.372
KIR2DL2,0.0615,0.372
MNDA,0.308,0.372
GGNBP1,0.626,0.372
MMP13,0.111,0.372
LOC644285,-0.116,0.372
HMGN5,-0.138,0.372
FAM196A,0.0564,0.372
FLJ38576,0.347,0.372
ELFN1,0.225,0.372
OR8I2,-0.175,0.372
POM121L2,0.095,0.372
WNT4,0.317,0.3721964823027373
FAM66A,-0.01999999999999999,0.37225609293541073
LOC619207,0.4935,0.37227312333434986
TOMM7,-0.1135,0.37244339774589846
ALOX5,0.053000000000000005,0.37258383366820536
LOC100129027,-0.18300000000000002,0.3728007990884873
GPR22,0.172,0.373
LOC100128356,-0.16,0.373
CLU,0.0641,0.373
OR4A5,1.9,0.373
KRTAP4-9,-0.373,0.373
LOC100130542,-0.12,0.373
NFE2L2,-0.252,0.373
LOC338651,-0.315,0.373
KRTAP9-6,0.0976,0.373
GPR173,0.522,0.373
CD93,-0.31,0.373
LRRC8D,-0.0906,0.373
ATP5F1,-0.0942,0.373
CEACAM16,-0.312,0.373
KCNN4,0.439,0.373
CABS1,0.0966,0.373
UQCRBP1,-0.0944,0.373
MUC5AC,0.39033333333333325,0.37302383450848375
EIF2C1,0.13140000000000002,0.37303043207343783
ATP2A1,0.20733333333333334,0.3731059149454168
FBRS,0.09356666666666665,0.3732695137906628
PIGQ,0.10379999999999999,0.3733699235701468
DBC1,-0.18739,0.3733704494594632
LMBRD2,-0.185,0.374
NEURL3,0.231,0.374
GAB2,0.134,0.374
DKFZp686L13185,-0.128,0.374
FN3KRP,0.107,0.374
SNORA66,0.117,0.374
FAM127C,-0.143,0.374
KLHL20,-0.117,0.374
OR2A12,0.105,0.374
KIAA0100,0.0572,0.374
MRPL11,0.107,0.374
TBC1D10A,0.108,0.374
CLPP,-0.0576,0.374
TCERG1L,0.155,0.374
GLYCAM1,-0.133,0.374
OAT,0.278,0.374
GPR158,-0.247,0.374
NUBP2,-0.0542,0.374
AMHR2,0.289,0.374
C9orf46,-0.128,0.374
TBRG1,0.0635,0.374
ARFGAP2,0.259,0.374
LOC100131831,0.133,0.3740074048774344
GPLD1,-0.5525,0.3747114265573944
FLJ43315,0.306,0.375
GSK3B,0.0841,0.375
DCUN1D5,-0.0978,0.375
RGMB,-0.085,0.375
PRR5-ARHGAP8,-0.065,0.375
DEFB125,0.0926,0.375
C2orf57,-0.494,0.375
PHEX,0.113,0.375
KCNJ4,0.374,0.375
NUP210,0.177,0.375
MMP23B,-0.0998,0.375
RHOT2,-0.107,0.375
BRS3,0.158,0.375
SERINC5,0.102,0.375
GDF5,0.337,0.375
LINC00174,-0.15,0.375
LOC283588,-0.209,0.375
XLOC_005143,-0.134,0.375
FAHD2A,-0.11666666666666665,0.3750689737680505
TCP1,-0.09793333333333333,0.37573862838404165
C9orf171,0.27032500000000004,0.37580803839582383
C18orf34,0.59643,0.3758130666902036
